order,contents,kind,manuscript
4.1.8.1.8,בנזק,word,K
4.1.8.1.9,בצער,word,K
4.1.8.1.10,ברפוי,word,K
4.1.8.1.11,בשבת,word,K
4.1.8.1.12,ובבושת,word,K
4.1.8.1.13,בנזק,word,K
4.1.8.1.14,כיצד,word,K
4.1.8.1.15,סימא,word,K
4.1.8.1.16,את,word,K
4.1.8.1.17,עינו,word,K
4.1.8.1.18,קטע,word,K
4.1.8.1.19,את,word,K
4.1.8.1.20,ידו,word,K
4.1.8.1.21,שיבר,word,K
4.1.8.1.22,את,word,K
4.1.8.1.23,רגלו,word,K
4.1.8.1.24,רואין,word,K
4.1.8.1.25,אותו,word,K
4.1.8.1.26,כאילו,word,K
4.1.8.1.27,הוא,word,K
4.1.8.1.28,עבד,word,K
4.1.8.1.29,נמכר,word,K
4.1.8.1.30,בשוק,word,K
4.1.8.1.31,ושמין,word,K
4.1.8.1.32,כמה,word,K
4.1.8.1.33,היה,word,K
4.1.8.1.34,יפה,word,K
4.1.8.1.35,וכמה,word,K
4.1.8.1.36,הוא,word,K
4.1.8.1.37,יפה,word,K
4.1.8.1.38,צער,word,K
4.1.8.1.39,כואו,word,K
4.1.8.1.40,בשפוד,word,K
4.1.8.1.41,או,word,K
4.1.8.1.42,במסמר,word,K
4.1.8.1.43,ואפילו,word,K
4.1.8.1.44,על,word,K
4.1.8.1.45,צפורנו,word,K
4.1.8.1.46,מקום,word,K
4.1.8.1.47,שאינו,word,K
4.1.8.1.48,עושה,word,K
4.1.8.1.49,חבורה,word,K
4.1.8.1.50,אומדין,word,K
4.1.8.1.51,כמה,word,K
4.1.8.1.52,אדם,word,K
4.1.8.1.53,כיוצא,word,K
4.1.8.1.54,בזה,word,K
4.1.8.1.55,רוצה,word,K
4.1.8.1.56,ליטול,word,K
4.1.8.1.57,להיות,word,K
4.1.8.1.58,מצטער,word,K
4.1.8.1.59,כך,word,K
4.1.8.1.60,רפוי,word,K
4.1.8.1.61,הכהו,word,K
4.1.8.1.62,חייב,word,K
4.1.8.1.63,לרפאותו,word,K
4.1.8.1.64,עלו,word,K
4.1.8.1.65,בו,word,K
4.1.8.1.66,צמחים,word,K
4.1.8.1.67,אם,word,K
4.1.8.1.68,מחמת,word,K
4.1.8.1.69,המכה,word,K
4.1.8.1.70,חיב,word,K
4.1.8.1.71,שלא,word,K
4.1.8.1.72,מחמת,word,K
4.1.8.1.73,המכה,word,K
4.1.8.1.74,פטור,word,K
4.1.8.1.75,חייתה,word,K
4.1.8.1.76,ונסתרה,word,K
4.1.8.1.77,חייתה,word,K
4.1.8.1.78,ונסתרה,word,K
4.1.8.1.79,חייב,word,K
4.1.8.1.80,לרפאתו,word,K
4.1.8.1.81,חייתה,word,K
4.1.8.1.82,כל,word,K
4.1.8.1.83,צרכה,word,K
4.1.8.1.84,אינו,word,K
4.1.8.1.85,חייב,word,K
4.1.8.1.86,לרפאותו,word,K
4.1.8.1.87,שבת,word,K
4.1.8.1.88,רואין,word,K
4.1.8.1.89,אותו,word,K
4.1.8.1.90,כאילו,word,K
4.1.8.1.91,הוא,word,K
4.1.8.1.92,שומר,word,K
4.1.8.1.93,קשואין,word,K
4.1.8.1.94,שכבר,word,K
4.1.8.1.95,נתן,word,K
4.1.8.1.96,לו,word,K
4.1.8.1.97,דמי,word,K
4.1.8.1.98,ידו,word,K
4.1.8.1.99,ודמי,word,K
4.1.8.1.100,רגלו,word,K
4.1.8.1.101,בשת,word,K
4.1.8.1.102,הכל,word,K
4.1.8.1.103,לפי,word,K
4.1.8.1.104,המבייש,word,K
4.1.8.1.105,והמתבייש,word,K
4.1.8.1.106,המביש,word,K
4.1.8.1.107,את,word,K
4.1.8.1.108,הערום,word,K
4.1.8.1.109,המביש,word,K
4.1.8.1.110,את,word,K
4.1.8.1.111,הסומא,word,K
4.1.8.1.112,והמביש,word,K
4.1.8.1.113,את,word,K
4.1.8.1.114,הישן,word,K
4.1.8.1.115,חייב,word,K
4.1.8.1.116,וישן,word,K
4.1.8.1.117,שבייש,word,K
4.1.8.1.118,פטור,word,K
4.1.8.1.119,נפל,word,K
4.1.8.1.120,מן,word,K
4.1.8.1.121,הגג,word,K
4.1.8.1.122,והזיק,word,K
4.1.8.1.123,ובייש,word,K
4.1.8.1.124,חייב,word,K
4.1.8.1.125,על,word,K
4.1.8.1.126,הנזק,word,K
4.1.8.1.127,ופטור,word,K
4.1.8.1.128,על,word,K
4.1.8.1.129,הבושת,word,K
4.1.8.1.130,שנאמר,word,K
4.1.8.1.131,ושלחה,word,K
4.1.8.1.132,ידה,word,K
4.1.8.1.133,והחזיקה,word,K
4.1.8.1.134,במבושיו,word,K
4.1.8.1.135,אינו,word,K
4.1.8.1.136,חייב,word,K
4.1.8.1.137,על,word,K
4.1.8.1.138,הבושת,word,K
4.1.8.1.139,עד,word,K
4.1.8.1.140,שיהא,word,K
4.1.8.1.141,מתכוין,word,K
4.1.8.2,ab,misnhah,K
4.1.8.2.1,זה,word,K
4.1.8.2.2,חומר,word,K
4.1.8.2.3,באדם,word,K
4.1.8.2.4,מבשור,word,K
4.1.8.2.5,שהאדם,word,K
4.1.8.2.6,משלם,word,K
4.1.8.2.7,נזק,word,K
4.1.8.2.8,צער,word,K
4.1.8.2.9,רפוי,word,K
4.1.8.2.10,שבת,word,K
4.1.8.2.11,ובשת,word,K
4.1.8.2.12,ומשלם,word,K
4.1.8.2.13,דמי,word,K
4.1.8.2.14,ולדות,word,K
4.1.8.2.15,ושור,word,K
4.1.8.2.16,אינו,word,K
4.1.8.2.17,משלם,word,K
4.1.8.2.18,אלא,word,K
4.1.8.2.19,נזק,word,K
4.1.8.2.20,ופטור,word,K
4.1.8.2.21,מדמי,word,K
4.1.8.2.22,ולדות,word,K
4.1.8.3,ab,misnhah,K
4.1.8.3.1,המכה,word,K
4.1.8.3.2,את,word,K
4.1.8.3.3,אביו,word,K
4.1.8.3.4,ואת,word,K
4.1.8.3.5,אמו,word,K
4.1.8.3.6,ולא,word,K
4.1.8.3.7,עשה,word,K
4.1.8.3.8,בהם,word,K
4.1.8.3.9,חבורה,word,K
4.1.8.3.10,וחובל,word,K
4.1.8.3.11,בחבירו,word,K
4.1.8.3.12,ביום,word,K
4.1.8.3.13,הכפורים,word,K
4.1.8.3.14,חייב,word,K
4.1.8.3.15,בכולן,word,K
4.1.8.3.16,החובל,word,K
4.1.8.3.17,בעבד,word,K
4.1.8.3.18,עברי,word,K
4.1.8.3.19,חייב,word,K
4.1.8.3.20,בכולן,word,K
4.1.8.3.21,חוץ,word,K
4.1.8.3.22,מן,word,K
4.1.8.3.23,השבת,word,K
4.1.8.3.24,בזמן,word,K
4.1.8.3.25,שהוא,word,K
4.1.8.3.26,שלו,word,K
4.1.8.3.27,החובל,word,K
4.1.8.3.28,בעבד,word,K
4.1.8.3.29,כנעני,word,K
4.1.8.3.30,של,word,K
4.1.8.3.31,אחרים,word,K
4.1.8.3.32,חייב,word,K
4.1.8.3.33,בכולן,word,K
4.1.8.3.34,רבי,word,K
4.1.8.3.35,יהודה,word,K
4.1.8.3.36,אומר,word,K
4.1.8.3.37,אין,word,K
4.1.8.3.38,לעבדים,word,K
4.1.8.3.39,בושת,word,K
4.1.8.4,ab,misnhah,K
4.1.8.4.1,חרש,word,K
4.1.8.4.2,שוטה,word,K
4.1.8.4.3,וקטן,word,K
4.1.8.4.4,פגיעתן,word,K
4.1.8.4.5,רעה,word,K
4.1.8.4.6,החובל,word,K
4.1.8.4.7,בהן,word,K
4.1.8.4.8,חייב,word,K
4.1.8.4.9,והם,word,K
4.1.8.4.10,שחבלו,word,K
4.1.8.4.11,באחרים,word,K
4.1.8.4.12,פטורין,word,K
4.1.8.4.13,העבד,word,K
4.1.8.4.14,והאשה,word,K
4.1.8.4.15,פגיעתן,word,K
4.1.8.4.16,רעה,word,K
4.1.8.4.17,החובל,word,K
4.1.8.4.18,בהן,word,K
4.1.8.4.19,חייב,word,K
4.1.8.4.20,והם,word,K
4.1.8.4.21,שחבלו,word,K
4.1.8.4.22,באחרים,word,K
4.1.8.4.23,פטורין,word,K
4.1.8.4.24,אבל,word,K
4.1.8.4.25,משלמין,word,K
4.1.8.4.26,לאחר,word,K
4.1.8.4.27,זמן,word,K
4.1.8.4.28,נתגרשה,word,K
4.1.8.4.29,האשה,word,K
4.1.8.4.30,נשתחרר,word,K
4.1.8.4.31,העבד,word,K
4.1.8.4.32,חייבין,word,K
4.1.8.4.33,לשלם,word,K
4.1.8.5,ab,misnhah,K
4.1.8.5.1,המכה,word,K
4.1.8.5.2,אביו,word,K
4.1.8.5.3,ואמו,word,K
4.1.8.5.4,ועשה,word,K
4.1.8.5.5,בהן,word,K
4.1.8.5.6,חבורה,word,K
4.1.8.5.7,והחובל,word,K
4.1.8.5.8,בחברו,word,K
4.1.8.5.9,בשבת,word,K
4.1.8.5.10,פטור,word,K
4.1.8.5.11,מכולן,word,K
4.1.8.5.12,מפני,word,K
4.1.8.5.13,שהוא,word,K
4.1.8.5.14,נדון,word,K
4.1.8.5.15,בנפשו,word,K
4.1.8.5.16,והחובל,word,K
4.1.8.5.17,בעבד,word,K
4.1.8.5.18,כנעני,word,K
4.1.8.5.19,שלו,word,K
4.1.8.5.20,פטור,word,K
4.1.8.5.21,מכולן,word,K
4.1.8.6,ab,misnhah,K
4.1.8.6.1,התוקע,word,K
4.1.8.6.2,לחבירו,word,K
4.1.8.6.3,נותן,word,K
4.1.8.6.4,לו,word,K
4.1.8.6.5,סלע,word,K
4.1.8.6.6,רבי,word,K
4.1.8.6.7,יהודה,word,K
4.1.8.6.8,אומר,word,K
4.1.8.6.9,משום,word,K
4.1.8.6.10,רבי,word,K
4.1.8.6.11,יוסי,word,K
4.1.8.6.12,הגלילי,word,K
4.1.8.6.13,מנה,word,K
4.1.8.6.14,סטרו,word,K
4.1.8.6.15,נותן,word,K
4.1.8.6.16,לו,word,K
4.1.8.6.17,מאתים,word,K
4.1.8.6.18,זוז,word,K
4.1.8.6.19,לאחר,word,K
4.1.8.6.20,ידו,word,K
4.1.8.6.21,נותן,word,K
4.1.8.6.22,לו,word,K
4.1.8.6.23,ארבע,word,K
4.1.8.6.24,מאות,word,K
4.1.8.6.25,זוז,word,K
4.1.8.6.26,צרם,word,K
4.1.8.6.27,באזנו,word,K
4.1.8.6.28,תלש,word,K
4.1.8.6.29,בשערו,word,K
4.1.8.6.30,רקק,word,K
4.1.8.6.31,והגיע,word,K
4.1.8.6.32,בו,word,K
4.1.8.6.33,רוקו,word,K
4.1.8.6.34,העביר,word,K
4.1.8.6.35,טליתו,word,K
4.1.8.6.36,ממנו,word,K
4.1.8.6.37,פרע,word,K
4.1.8.6.38,ראש,word,K
4.1.8.6.39,האשה,word,K
4.1.8.6.40,בשוק,word,K
4.1.8.6.41,נותן,word,K
4.1.8.6.42,ארבע,word,K
4.1.8.6.43,מאות,word,K
4.1.8.6.44,זוז,word,K
4.1.8.6.45,זה,word,K
4.1.8.6.46,הכלל,word,K
4.1.8.6.47,הכל,word,K
4.1.8.6.48,לפי,word,K
4.1.8.6.49,כבודו,word,K
4.1.8.6.50,אמר,word,K
4.1.8.6.51,רבי,word,K
4.1.8.6.52,עקיבא,word,K
4.1.8.6.53,אפילו,word,K
4.1.8.6.54,עניים,word,K
4.1.8.6.55,שבישראל,word,K
4.1.8.6.56,רואין,word,K
4.1.8.6.57,אותם,word,K
4.1.8.6.58,כאלו,word,K
4.1.8.6.59,הם,word,K
4.1.8.6.60,בני,word,K
4.1.8.6.61,חורין,word,K
4.1.8.6.62,שירדו,word,K
4.1.8.6.63,מנכסיהם,word,K
4.1.8.6.64,שהם,word,K
4.1.8.6.65,בני,word,K
4.1.8.6.66,אברהם,word,K
4.1.8.6.67,יצחק,word,K
4.1.8.6.68,ויעקב,word,K
4.1.8.6.69,ומעשה,word,K
4.1.8.6.70,באחד,word,K
4.1.8.6.71,שפרע,word,K
4.1.8.6.72,ראש,word,K
4.1.8.6.73,האשה,word,K
4.1.8.6.74,בשוק,word,K
4.1.8.6.75,באת,word,K
4.1.8.6.76,לפני,word,K
4.1.8.6.77,רבי,word,K
4.1.8.6.78,עקיבא,word,K
4.1.8.6.79,וחייבו,word,K
4.1.8.6.80,ליתן,word,K
4.1.8.6.81,לה,word,K
4.1.8.6.82,ארבע,word,K
4.1.8.6.83,מאות,word,K
4.1.8.6.84,זוז,word,K
4.1.8.6.85,אמר,word,K
4.1.8.6.86,לו,word,K
4.1.8.6.87,רבי,word,K
4.1.8.6.88,תן,word,K
4.1.8.6.89,לי,word,K
4.1.8.6.90,זמן,word,K
4.1.8.6.91,ונתן,word,K
4.1.8.6.92,לו,word,K
4.1.8.6.93,זמן,word,K
4.1.8.6.94,שמרה,word,K
4.1.8.6.95,עומדת,word,K
4.1.8.6.96,על,word,K
4.1.8.6.97,פתח,word,K
4.1.8.6.98,חצרה,word,K
4.1.8.6.99,ושבר,word,K
4.1.8.6.100,את,word,K
4.1.8.6.101,הכד,word,K
4.1.8.6.102,בפניה,word,K
4.1.8.6.103,ובו,word,K
4.1.8.6.104,כאסר,word,K
4.1.8.6.105,שמן,word,K
4.1.8.6.106,גלתה,word,K
4.1.8.6.107,את,word,K
4.1.8.6.108,ראשה,word,K
4.1.8.6.109,והיתה,word,K
4.1.8.6.110,מטפחת,word,K
4.1.8.6.111,ומנחת,word,K
4.1.8.6.112,ידה,word,K
4.1.8.6.113,על,word,K
4.1.8.6.114,ראשה,word,K
4.1.8.6.115,העמיד,word,K
4.1.8.6.116,עליה,word,K
4.1.8.6.117,עדים,word,K
4.1.8.6.118,ובא,word,K
4.1.8.6.119,לפני,word,K
4.1.8.6.120,רבי,word,K
4.1.8.6.121,עקיבא,word,K
4.1.8.6.122,אמר,word,K
4.1.8.6.123,לו,word,K
4.1.8.6.124,רבי,word,K
4.1.8.6.125,לזו,word,K
4.1.8.6.126,אני,word,K
4.1.8.6.127,נותן,word,K
4.1.8.6.128,ארבע,word,K
4.1.8.6.129,מאות,word,K
4.1.8.6.130,זוז,word,K
4.1.8.6.131,אמר,word,K
4.1.8.6.132,לו,word,K
4.1.8.6.133,לא,word,K
4.1.8.6.134,אמרת,word,K
4.1.8.6.135,כלום,word,K
4.1.8.6.136,החובל,word,K
4.1.8.6.137,בעצמו,word,K
4.1.8.6.138,אף,word,K
4.1.8.6.139,על,word,K
4.1.8.6.140,פי,word,K
4.1.8.6.141,שאינו,word,K
4.1.8.6.142,רשאי,word,K
4.1.8.6.143,פטור,word,K
4.1.8.6.144,אחרים,word,K
4.1.8.6.145,שחבלו,word,K
4.1.8.6.146,בו,word,K
4.1.8.6.147,חייבין,word,K
4.1.8.6.148,והקוצץ,word,K
4.1.8.6.149,נטיעותיו,word,K
4.1.8.6.150,אף,word,K
4.1.8.6.151,על,word,K
4.1.8.6.152,פי,word,K
4.1.8.6.153,שאינו,word,K
4.1.8.6.154,רשאי,word,K
4.1.8.6.155,פטור,word,K
4.1.8.6.156,אחרים,word,K
4.1.8.6.157,שקצצו,word,K
4.1.8.6.158,את,word,K
4.1.8.6.159,נטיעותיו,word,K
4.1.8.6.160,חייבים,word,K
4.1.8.7,ab,misnhah,K
4.1.8.7.1,אף,word,K
4.1.8.7.2,על,word,K
4.1.8.7.3,פי,word,K
4.1.8.7.4,שהוא,word,K
4.1.8.7.5,נותן,word,K
4.1.8.7.6,לו,word,K
4.1.8.7.7,אינו,word,K
4.1.8.7.8,נמחל,word,K
4.1.8.7.9,לו,word,K
4.1.8.7.10,עד,word,K
4.1.8.7.11,שיבקש,word,K
4.1.8.7.12,ממנו,word,K
4.1.8.7.13,שנאמר,word,K
4.1.8.7.14,ועתה,word,K
4.1.8.7.15,השב,word,K
4.1.8.7.16,אשת,word,K
4.1.8.7.17,וגומר,word,K
4.1.8.7.18,ומנין,word,K
4.1.8.7.19,שלא,word,K
4.1.8.7.20,יהא,word,K
4.1.8.7.21,המוחל,word,K
4.1.8.7.22,אכזרי,word,K
4.1.8.7.23,שנאמר,word,K
4.1.8.7.24,ויתפלל,word,K
4.1.8.7.25,אברהם,word,K
4.1.8.7.26,אל,word,K
4.1.8.7.27,האלהים,word,K
4.1.8.7.28,וירפא,word,K
4.1.8.7.29,אלהים,word,K
4.1.8.7.30,את,word,K
4.1.8.7.31,אבימלך,word,K
4.1.8.7.32,וגומר,word,K
4.1.8.7.33,האומר,word,K
4.1.8.7.34,סמא,word,K
4.1.8.7.35,את,word,K
4.1.8.7.36,עיני,word,K
4.1.8.7.37,קטע,word,K
4.1.8.7.38,את,word,K
4.1.8.7.39,ידי,word,K
4.1.8.7.40,שבר,word,K
4.1.8.7.41,את,word,K
4.1.8.7.42,רגלי,word,K
4.1.8.7.43,חייב,word,K
4.1.8.7.44,על,word,K
4.1.8.7.45,מנת,word,K
4.1.8.7.46,לפטור,word,K
4.1.8.7.47,חייב,word,K
4.1.8.7.48,קרע,word,K
4.1.8.7.49,את,word,K
4.1.8.7.50,כסותי,word,K
4.1.8.7.51,שבור,word,K
4.1.8.7.52,את,word,K
4.1.8.7.53,כדי,word,K
4.1.8.7.54,חייב,word,K
4.1.8.7.55,על,word,K
4.1.8.7.56,מנת,word,K
4.1.8.7.57,לפטור,word,K
4.1.8.7.58,פטור,word,K
4.1.8.7.59,עשה,word,K
4.1.8.7.60,כן,word,K
4.1.8.7.61,לאיש,word,K
4.1.8.7.62,פלוני,word,K
4.1.8.7.63,על,word,K
4.1.8.7.64,מנת,word,K
4.1.8.7.65,לפטור,word,K
4.1.8.7.66,חייב,word,K
4.1.8.7.67,בין,word,K
4.1.8.7.68,בגופו,word,K
4.1.8.7.69,בין,word,K
4.1.8.7.70,בממונו,word,K
4.1.8.T,trailer,paratext,K
4.1.9,div3,div,K
4.1.9.H,head,paratext,K
4.1.9.H.1,פרק,paratext,K
4.1.9.H.2,ט,paratext,K
4.1.9.1,ab,misnhah,K
4.1.9.1.1,הגוזל,word,K
4.1.9.1.2,עצים,word,K
4.1.9.1.3,ועשאן,word,K
4.1.9.1.4,כלים,word,K
4.1.9.1.5,צמר,word,K
4.1.9.1.6,ועשאן,word,K
4.1.9.1.7,בגדים,word,K
4.1.9.1.8,משלם,word,K
4.1.9.1.9,כשעת,word,K
4.1.9.1.10,הגזלה,word,K
4.1.9.1.11,גזל,word,K
4.1.9.1.12,פרה,word,K
4.1.9.1.13,מעוברת,word,K
4.1.9.1.14,וילדה,word,K
4.1.9.1.15,רחל,word,K
4.1.9.1.16,טעונה,word,K
4.1.9.1.17,וגזזה,word,K
4.1.9.1.18,משלם,word,K
4.1.9.1.19,דמי,word,K
4.1.9.1.20,פרה,word,K
4.1.9.1.21,העומדת,word,K
4.1.9.1.22,לילד,word,K
4.1.9.1.23,דמי,word,K
4.1.9.1.24,רחל,word,K
4.1.9.1.25,העומדת,word,K
4.1.9.1.26,ליגזז,word,K
4.1.9.1.27,גזל,word,K
4.1.9.1.28,פרה,word,K
4.1.9.1.29,ונתעברה,word,K
4.1.9.1.30,אצלו,word,K
4.1.9.1.31,וילדה,word,K
4.1.9.1.32,רחל,word,K
4.1.9.1.33,ונטענה,word,K
4.1.9.1.34,אצלו,word,K
4.1.9.1.35,וגזזה,word,K
4.1.9.1.36,משלם,word,K
4.1.9.1.37,כשעת,word,K
4.1.9.1.38,הגזלה,word,K
4.1.9.1.39,זה,word,K
4.1.9.1.40,הכלל,word,K
4.1.9.1.41,כל,word,K
4.1.9.1.42,הגזלנים,word,K
4.1.9.1.43,משלמין,word,K
4.1.9.1.44,כשעת,word,K
4.1.9.1.45,הגזלה,word,K
4.1.9.2,ab,misnhah,K
4.1.9.2.1,גזל,word,K
4.1.9.2.2,בהמה,word,K
4.1.9.2.3,והזקינה,word,K
4.1.9.2.4,עבדים,word,K
4.1.9.2.5,והזקינו,word,K
4.1.9.2.6,משלם,word,K
4.1.9.2.7,כשעת,word,K
4.1.9.2.8,הגזלה,word,K
4.1.9.2.9,רבי,word,K
4.1.9.2.10,מאיר,word,K
4.1.9.2.11,אומר,word,K
4.1.9.2.12,בעבדים,word,K
4.1.9.2.13,אומר,word,K
4.1.9.2.14,לו,word,K
4.1.9.2.15,הרי,word,K
4.1.9.2.16,שלך,word,K
4.1.9.2.17,לפניך,word,K
4.1.9.2.18,גזל,word,K
4.1.9.2.19,מטבע,word,K
4.1.9.2.20,ונסדק,word,K
4.1.9.2.21,פירות,word,K
4.1.9.2.22,והרקיבו,word,K
4.1.9.2.23,יין,word,K
4.1.9.2.24,והחמיץ,word,K
4.1.9.2.25,משלם,word,K
4.1.9.2.26,כשעת,word,K
4.1.9.2.27,הגזלה,word,K
4.1.9.2.28,מטבע,word,K
4.1.9.2.29,ונפסל,word,K
4.1.9.2.30,תרומה,word,K
4.1.9.2.31,ונטמאת,word,K
4.1.9.2.32,חמץ,word,K
4.1.9.2.33,ועבר,word,K
4.1.9.2.34,עליו,word,K
4.1.9.2.35,הפסח,word,K
4.1.9.2.36,בהמה,word,K
4.1.9.2.37,ונעבדה,word,K
4.1.9.2.38,בה,word,K
4.1.9.2.39,עבירה,word,K
4.1.9.2.40,או,word,K
4.1.9.2.41,שנפסלה,word,K
4.1.9.2.42,מעל,word,K
4.1.9.2.43,גבי,word,K
4.1.9.2.44,המזבח,word,K
4.1.9.2.45,או,word,K
4.1.9.2.46,שהיתה,word,K
4.1.9.2.47,יוצאת,word,K
4.1.9.2.48,לסקל,word,K
4.1.9.2.49,אומר,word,K
4.1.9.2.50,לו,word,K
4.1.9.2.51,הרי,word,K
4.1.9.2.52,שלך,word,K
4.1.9.2.53,לפניך,word,K
4.1.9.3,ab,misnhah,K
4.1.9.3.1,נתן,word,K
4.1.9.3.2,לאומנין,word,K
4.1.9.3.3,לתקן,word,K
4.1.9.3.4,וקילקלו,word,K
4.1.9.3.5,חייבין,word,K
4.1.9.3.6,לשלם,word,K
4.1.9.3.7,נתן,word,K
4.1.9.3.8,לחרש,word,K
4.1.9.3.9,שידה,word,K
4.1.9.3.10,תיבה,word,K
4.1.9.3.11,ומגדל,word,K
4.1.9.3.12,לתקן,word,K
4.1.9.3.13,וקלקל,word,K
4.1.9.3.14,חייב,word,K
4.1.9.3.15,לשלם,word,K
4.1.9.3.16,והבנאי,word,K
4.1.9.3.17,שקבל,word,K
4.1.9.3.18,עליו,word,K
4.1.9.3.19,לסתור,word,K
4.1.9.3.20,את,word,K
4.1.9.3.21,הכותל,word,K
4.1.9.3.22,ושבר,word,K
4.1.9.3.23,את,word,K
4.1.9.3.24,האבנים,word,K
4.1.9.3.25,או,word,K
4.1.9.3.26,שהזיק,word,K
4.1.9.3.27,חייב,word,K
4.1.9.3.28,לשלם,word,K
4.1.9.3.29,היה,word,K
4.1.9.3.30,סותר,word,K
4.1.9.3.31,מצד,word,K
4.1.9.3.32,זה,word,K
4.1.9.3.33,ונפל,word,K
4.1.9.3.34,מצד,word,K
4.1.9.3.35,אחר,word,K
4.1.9.3.36,פטור,word,K
4.1.9.3.37,ואם,word,K
4.1.9.3.38,מחמת,word,K
4.1.9.3.39,המכה,word,K
4.1.9.3.40,חייב,word,K
4.1.9.4,ab,misnhah,K
4.1.9.4.1,הנותן,word,K
4.1.9.4.2,צמר,word,K
4.1.9.4.3,לצבע,word,K
4.1.9.4.4,והקדיחתו,word,K
4.1.9.4.5,יורה,word,K
4.1.9.4.6,נותן,word,K
4.1.9.4.7,לו,word,K
4.1.9.4.8,דמי,word,K
4.1.9.4.9,צמרו,word,K
4.1.9.4.10,צבעו,word,K
4.1.9.4.11,כאור,word,K
4.1.9.4.12,אם,word,K
4.1.9.4.13,השבח,word,K
4.1.9.4.14,יותר,word,K
4.1.9.4.15,על,word,K
4.1.9.4.16,היציאה,word,K
4.1.9.4.17,נותן,word,K
4.1.9.4.18,לו,word,K
4.1.9.4.19,את,word,K
4.1.9.4.20,היציאה,word,K
4.1.9.4.21,ואם,word,K
4.1.9.4.22,היציאה,word,K
4.1.9.4.23,יתרה,word,K
4.1.9.4.24,על,word,K
4.1.9.4.25,השבח,word,K
4.1.9.4.26,נותן,word,K
4.1.9.4.27,לו,word,K
4.1.9.4.28,את,word,K
4.1.9.4.29,השבח,word,K
4.1.9.4.30,לצבוע,word,K
4.1.9.4.31,לו,word,K
4.1.9.4.32,אדום,word,K
4.1.9.4.33,וצבעו,word,K
4.1.9.4.34,שחור,word,K
4.1.9.4.35,שחור,word,K
4.1.9.4.36,וצבעו,word,K
4.1.9.4.37,אדום,word,K
4.1.9.4.38,רבי,word,K
4.1.9.4.39,מאיר,word,K
4.1.9.4.40,אומר,word,K
4.1.9.4.41,נותן,word,K
4.1.9.4.42,לו,word,K
4.1.9.4.43,דמי,word,K
4.1.9.4.44,צמרו,word,K
4.1.9.4.45,רבי,word,K
4.1.9.4.46,יהודה,word,K
4.1.9.4.47,אומר,word,K
4.1.9.4.48,אם,word,K
4.1.9.4.49,השבח,word,K
4.1.9.4.50,יתר,word,K
4.1.9.4.51,על,word,K
4.1.9.4.52,היציאה,word,K
4.1.9.4.53,נותן,word,K
4.1.9.4.54,לו,word,K
4.1.9.4.55,את,word,K
4.1.9.4.56,היציאה,word,K
4.1.9.4.57,ואם,word,K
4.1.9.4.58,היציאה,word,K
4.1.9.4.59,יתרה,word,K
4.1.9.4.60,על,word,K
4.1.9.4.61,השבח,word,K
4.1.9.4.62,נותן,word,K
4.1.9.4.63,לו,word,K
4.1.9.4.64,את,word,K
4.1.9.4.65,השבח,word,K
4.1.9.5,ab,misnhah,K
4.1.9.5.1,הגוזל,word,K
4.1.9.5.2,את,word,K
4.1.9.5.3,חברו,word,K
4.1.9.5.4,שוה,word,K
4.1.9.5.5,פרוטה,word,K
4.1.9.5.6,ונשבע,word,K
4.1.9.5.7,לו,word,K
4.1.9.5.8,יוליכנו,word,K
4.1.9.5.9,אחריו,word,K
4.1.9.5.10,אפלו,word,K
4.1.9.5.11,למדי,word,K
4.1.9.5.12,לא,word,K
4.1.9.5.13,יתן,word,K
4.1.9.5.14,לא,word,K
4.1.9.5.15,לבנו,word,K
4.1.9.5.16,ולא,word,K
4.1.9.5.17,לשלוחו,word,K
4.1.9.5.18,אבל,word,K
4.1.9.5.19,נותן,word,K
4.1.9.5.20,לשליח,word,K
4.1.9.5.21,בית,word,K
4.1.9.5.22,דין,word,K
4.1.9.5.23,ואם,word,K
4.1.9.5.24,מת,word,K
4.1.9.5.25,יחזיר,word,K
4.1.9.5.26,ליורשיו,word,K
4.1.9.6,ab,misnhah,K
4.1.9.6.1,נתן,word,K
4.1.9.6.2,לו,word,K
4.1.9.6.3,את,word,K
4.1.9.6.4,הקרן,word,K
4.1.9.6.5,ולא,word,K
4.1.9.6.6,נתן,word,K
4.1.9.6.7,לו,word,K
4.1.9.6.8,את,word,K
4.1.9.6.9,החומש,word,K
4.1.9.6.10,מחל,word,K
4.1.9.6.11,לו,word,K
4.1.9.6.12,על,word,K
4.1.9.6.13,הקרן,word,K
4.1.9.6.14,ולא,word,K
4.1.9.6.15,מחל,word,K
4.1.9.6.16,לו,word,K
4.1.9.6.17,על,word,K
4.1.9.6.18,החומש,word,K
4.1.9.6.19,מחל,word,K
4.1.9.6.20,לו,word,K
4.1.9.6.21,על,word,K
4.1.9.6.22,זה,word,K
4.1.9.6.23,ועל,word,K
4.1.9.6.24,זה,word,K
4.1.9.6.25,חוץ,word,K
4.1.9.6.26,מפחות,word,K
4.1.9.6.27,משוה,word,K
4.1.9.6.28,פרוטה,word,K
4.1.9.6.29,בקרן,word,K
4.1.9.6.30,אינו,word,K
4.1.9.6.31,צריך,word,K
4.1.9.6.32,לילך,word,K
4.1.9.6.33,אחריו,word,K
4.1.9.6.34,נתן,word,K
4.1.9.6.35,לו,word,K
4.1.9.6.36,את,word,K
4.1.9.6.37,החומש,word,K
