order,contents,kind,manuscript
4.1.10.1.8,מלשלם,word,K
133rA.9,lb,ms_layout_line_break,K
4.1.10.1.9,אם,word,K
4.1.10.1.10,היה,word,K
4.1.10.1.11,דבר,word,K
4.1.10.1.12,שיש,word,K
4.1.10.1.13,לו,word,K
4.1.10.1.14,אחריות,word,K
4.1.10.1.15,חייבים,word,K
133rA.10,lb,ms_layout_line_break,K
4.1.10.1.16,לשלם,word,K
4.1.10.1.17,אין,word,K
4.1.10.1.18,פור(◌)[טי]ן,word,K
4.1.10.1.19,לא,word,K
4.1.10.1.20,מיתבת,word,K
4.1.10.1.21,המוכסים,word,K
133rA.11,lb,ms_layout_line_break,K
4.1.10.1.22,ולא,word,K
4.1.10.1.23,מכיס,word,K
4.1.10.1.24,שלגביים,word,K
4.1.10.1.25,ואין,word,K
4.1.10.1.26,נוטלין,word,K
4.1.10.1.27,מהן,word,K
133rA.12,lb,ms_layout_line_break,K
4.1.10.1.28,צדקה,word,K
4.1.10.1.29,אבל,word,K
4.1.10.1.30,נוטל,word,K
4.1.10.1.31,הוא,word,K
4.1.10.1.32,מתוך,word,K
4.1.10.1.33,בית(י)[ו],word,K
4.1.10.1.34,או,word,K
133rA.13,lb,ms_layout_line_break,K
4.1.10.1.35,מן,word,K
4.1.10.1.36,השוק,word,K
4.1.10.2,ab,milestone,K
4.1.10.2.1,נטלו,word,K
4.1.10.2.2,מוכסים,word,K
4.1.10.2.3,חמורו,word,K
133rA.14,lb,ms_layout_line_break,K
4.1.10.2.4,ונתנו,word,K
4.1.10.2.5,לו,word,K
4.1.10.2.6,חמור,word,K
4.1.10.2.7,אחר,word,K
4.1.10.2.8,הליסטים,word,K
133rA.15,lb,ms_layout_line_break,K
4.1.10.2.9,כסותו,word,K
4.1.10.2.10,ונתנו,word,K
4.1.10.2.11,לו,word,K
4.1.10.2.12,כסות,word,K
4.1.10.2.13,אחרת,word,K
4.1.10.2.14,הרי,word,K
133rA.16,lb,ms_layout_line_break,K
4.1.10.2.15,אילו,word,K
4.1.10.2.16,שלו,word,K
4.1.10.2.17,מפני,word,K
4.1.10.2.18,שהבעלים,word,K
4.1.10.2.19,מיתי(ו)אשים,word,K
133rA.17,lb,ms_layout_line_break,K
4.1.10.2.20,מהן,word,K
4.1.10.2.21,המציל,word,K
4.1.10.2.22,מיד,word,K
4.1.10.2.23,הנהר,word,K
4.1.10.2.24,מיד,word,K
4.1.10.2.25,הליסטים,word,K
133rA.18,lb,ms_layout_line_break,K
4.1.10.2.26,אם,word,K
4.1.10.2.27,ניתי(ו)אשו,word,K
4.1.10.2.28,הבעלים,word,K
4.1.10.2.29,הרי,word,K
4.1.10.2.30,אלו,word,K
4.1.10.2.31,שלו,word,K
133rA.19,lb,ms_layout_line_break,K
4.1.10.2.32,וכן,word,K
4.1.10.2.33,נחיל,word,K
4.1.10.2.34,שלידבורים,word,K
4.1.10.2.35,אם,word,K
4.1.10.2.36,ניתי(ו)אשו,word,K
133rA.20,lb,ms_layout_line_break,K
4.1.10.2.37,הבעלים,word,K
4.1.10.2.38,הרי,word,K
4.1.10.2.39,אלו,word,K
4.1.10.2.40,שלו,word,K
4.1.10.2.41,אמ׳,word,K
4.1.10.2.42,ר׳,word,K
4.1.10.2.43,יוחנן,word,K
4.1.10.2.44,בן,word,K
133rA.21,lb,ms_layout_line_break,K
4.1.10.2.45,ברוקה,word,K
4.1.10.2.46,נאמנת,word,K
4.1.10.2.47,אשה,word,K
4.1.10.2.48,או,word,K
4.1.10.2.49,קטן,word,K
4.1.10.2.50,לומר,word,K
133rA.22,lb,ms_layout_line_break,K
4.1.10.2.51,מיכן,word,K
4.1.10.2.52,יצא,word,K
4.1.10.2.53,נחיל,word,K
4.1.10.2.54,זה,word,K
4.1.10.2.55,ומהלך,word,K
4.1.10.2.56,בתוך,word,K
4.1.10.2.57,שדיהו,word,K
133rA.23,lb,ms_layout_line_break,K
4.1.10.2.58,ונוטיל,word,K
4.1.10.2.59,את,word,K
4.1.10.2.60,נחילו,word,K
4.1.10.2.61,ואם,word,K
4.1.10.2.62,היזיק,word,K
4.1.10.2.63,משלם,word,K
133rA.24,lb,ms_layout_line_break,K
4.1.10.2.64,מה,word,K
4.1.10.2.65,שהיזיק,word,K
4.1.10.2.66,אבל,word,K
4.1.10.2.67,לא,word,K
4.1.10.2.68,יקוץ,word,K
4.1.10.2.69,את,word,K
4.1.10.2.70,הסוכה,word,K
133rA.25,lb,ms_layout_line_break,K
4.1.10.2.71,על,word,K
4.1.10.2.72,מנת,word,K
4.1.10.2.73,ליתן,word,K
4.1.10.2.74,דמים,word,K
4.1.10.2.75,ר׳,word,K
4.1.10.2.76,ישמעא׳,word,K
4.1.10.2.77,בנו,word,K
4.1.10.2.78,של,word,K
4.1.10.2.79,ר׳,word,K
133rA.26,lb,ms_layout_line_break,K
4.1.10.2.80,יוחנן,word,K
4.1.10.2.81,בן,word,K
4.1.10.2.82,ברוקה,word,K
4.1.10.2.83,אומ׳,word,K
4.1.10.2.84,קוצץ,word,K
4.1.10.2.85,ונותן,word,K
4.1.10.2.86,דמים,word,K
133rA.27,lb,ms_layout_line_break,K
4.1.10.3,ab,milestone,K
4.1.10.3.1,המכיר,word,K
4.1.10.3.2,את,word,K
4.1.10.3.3,כליו,word,K
4.1.10.3.4,או,word,K
4.1.10.3.5,ספריו,word,K
4.1.10.3.6,ביד,word,K
133rA.28,lb,ms_layout_line_break,K
4.1.10.3.7,אחר,word,K
4.1.10.3.8,אם,word,K
4.1.10.3.9,יצא,word,K
4.1.10.3.10,לו,word,K
4.1.10.3.11,שם,word,K
4.1.10.3.12,גניבה,word,K
4.1.10.3.13,בעיר,word,K
4.1.10.3.14,יישבע,word,K
133rA.29,lb,ms_layout_line_break,K
4.1.10.3.15,כמה,word,K
4.1.10.3.16,הוציא,word,K
4.1.10.3.17,ויטול,word,K
4.1.10.3.18,ואם,word,K
4.1.10.3.19,לאו,word,K
4.1.10.3.20,לא,word,K
4.1.10.3.21,הכל,word,K
133rA.30,lb,ms_layout_line_break,K
133rB,cb,ms_structure_new_column,K
4.1.10.3.22,ממנו,word,K
4.1.10.3.23,ש[א]ני,word,K
4.1.10.3.24,או׳,word,K
4.1.10.3.25,מכרן,word,K
4.1.10.3.26,לאחר,word,K
4.1.10.3.27,ולקחן,word,K
4.1.10.3.28,זה,word,K
4.1.10.3.29,מ(זה),word,K
133rB.1,lb,ms_layout_line_break,K
4.1.10.3.30,מ(נ)[מ]נו,word,K
4.1.10.4,ab,milestone,K
4.1.10.4.1,זה,word,K
4.1.10.4.2,בא,word,K
4.1.10.4.3,בחביתו,word,K
4.1.10.4.4,של,word,K
4.1.10.4.5,יין,word,K
4.1.10.4.6,וזה,word,K
133rB.2,lb,ms_layout_line_break,K
4.1.10.4.7,בא,word,K
4.1.10.4.8,בכדו,word,K
4.1.10.4.9,של,word,K
4.1.10.4.10,דבש,word,K
4.1.10.4.11,ניסדקה,word,K
4.1.10.4.12,חבית,word,K
4.1.10.4.13,של,word,K
133rB.3,lb,ms_layout_line_break,K
4.1.10.4.14,דבש,word,K
4.1.10.4.15,שפך,word,K
4.1.10.4.16,זה,word,K
4.1.10.4.17,את,word,K
4.1.10.4.18,יינו,word,K
4.1.10.4.19,והציל,word,K
4.1.10.4.20,את,word,K
4.1.10.4.21,הדבש,word,K
133rB.4,lb,ms_layout_line_break,K
4.1.10.4.22,לתוכה,word,K
4.1.10.4.23,אין,word,K
4.1.10.4.24,לו,word,K
4.1.10.4.25,אלא,word,K
4.1.10.4.26,שכרו,word,K
4.1.10.4.27,אם,word,K
4.1.10.4.28,אמ׳,word,K
4.1.10.4.29,לו,word,K
4.1.10.4.30,אציל,word,K
133rB.5,lb,ms_layout_line_break,K
4.1.10.4.31,את,word,K
4.1.10.4.32,שלך,word,K
4.1.10.4.33,ואתה,word,K
4.1.10.4.34,נותן,word,K
4.1.10.4.35,לי,word,K
4.1.10.4.36,דמי,word,K
4.1.10.4.37,שלי,word,K
4.1.10.4.38,חייב,word,K
133rB.6,lb,ms_layout_line_break,K
4.1.10.4.39,ליתן,word,K
4.1.10.4.40,לו,word,K
4.1.10.4.41,שטף,word,K
4.1.10.4.42,הנהר,word,K
4.1.10.4.43,חמורו,word,K
4.1.10.4.44,וחמור,word,K
133rB.7,lb,ms_layout_line_break,K
4.1.10.4.45,חבירו,word,K
4.1.10.4.46,שלו,word,K
4.1.10.4.47,יפה,word,K
4.1.10.4.48,מנה,word,K
4.1.10.4.49,ושלחבירו,word,K
4.1.10.4.50,מאתים,word,K
133rB.8,lb,ms_layout_line_break,K
4.1.10.4.51,היניח,word,K
4.1.10.4.52,את,word,K
4.1.10.4.53,שלו,word,K
4.1.10.4.54,והיציל,word,K
4.1.10.4.55,את,word,K
4.1.10.4.56,שלחבירו,word,K
133rB.9,lb,ms_layout_line_break,K
4.1.10.4.57,אין,word,K
4.1.10.4.58,לו,word,K
4.1.10.4.59,אלא,word,K
4.1.10.4.60,שכרו,word,K
4.1.10.4.61,אם,word,K
4.1.10.4.62,אמ׳,word,K
4.1.10.4.63,לו,word,K
4.1.10.4.64,אציל,word,K
4.1.10.4.65,את,word,K
4.1.10.4.66,שלך,word,K
133rB.10,lb,ms_layout_line_break,K
4.1.10.4.67,ואתה,word,K
4.1.10.4.68,נותן,word,K
4.1.10.4.69,לי,word,K
4.1.10.4.70,דמי,word,K
4.1.10.4.71,שלי,word,K
4.1.10.4.72,חייב,word,K
4.1.10.4.73,ליתן,word,K
4.1.10.4.74,ל(י)[ו],word,K
4.1.10.5,ab,milestone,K
133rB.11,lb,ms_layout_line_break,K
4.1.10.5.1,הגוזל,word,K
4.1.10.5.2,שדה(ו),word,K
4.1.10.5.3,ונטלוה(ו),word,K
4.1.10.5.4,המסיקים,word,K
4.1.10.5.5,אם,word,K
133rB.12,lb,ms_layout_line_break,K
4.1.10.5.6,מכת,word,K
4.1.10.5.7,מדינה,word,K
4.1.10.5.8,הוא,word,K
4.1.10.5.9,אומ׳,word,K
4.1.10.5.10,לו,word,K
4.1.10.5.11,הרי,word,K
4.1.10.5.12,שלך,word,K
4.1.10.5.13,לפניך,word,K
133rB.13,lb,ms_layout_line_break,K
4.1.10.5.14,ואם,word,K
4.1.10.5.15,מחמת,word,K
4.1.10.5.16,הגוז(◌)[ל]ן,word,K
4.1.10.5.17,חייב,word,K
4.1.10.5.18,להעמיד,word,K
4.1.10.5.19,לו,word,K
4.1.10.5.20,שדה,word,K
133rB.14,lb,ms_layout_line_break,K
4.1.10.5.21,שטפה,word,K
4.1.10.5.22,נהר,word,K
4.1.10.5.23,אומ׳,word,K
4.1.10.5.24,לו,word,K
4.1.10.5.25,הרי,word,K
4.1.10.5.26,שלך,word,K
4.1.10.5.27,לפניך,word,K
4.1.10.6,ab,milestone,K
133rB.15,lb,ms_layout_line_break,K
4.1.10.6.1,הגוזל,word,K
4.1.10.6.2,את,word,K
4.1.10.6.3,חבירו,word,K
4.1.10.6.4,או,word,K
4.1.10.6.5,שלווה,word,K
4.1.10.6.6,המינו,word,K
4.1.10.6.7,או,word,K
133rB.16,lb,ms_layout_line_break,K
4.1.10.6.8,שהפקיד,word,K
4.1.10.6.9,לו,word,K
4.1.10.6.10,ביושב,word,K
4.1.10.6.11,לא,word,K
4.1.10.6.12,יחזיר,word,K
4.1.10.6.13,לו,word,K
4.1.10.6.14,במדבר,word,K
133rB.17,lb,ms_layout_line_break,K
4.1.10.6.15,על,word,K
4.1.10.6.16,מנת,word,K
4.1.10.6.17,לצאת,word,K
4.1.10.6.18,למדבר,word,K
4.1.10.6.19,יחזיר,word,K
4.1.10.6.20,לו,word,K
4.1.10.6.21,במדבר,word,K
133rB.18,lb,ms_layout_line_break,K
4.1.10.7,ab,milestone,K
4.1.10.7.1,האומ׳,word,K
4.1.10.7.2,לחבירו,word,K
4.1.10.7.3,גזלתיך,word,K
4.1.10.7.4,והילויתני,word,K
133rB.19,lb,ms_layout_line_break,K
4.1.10.7.5,הפקדתה,word,K
4.1.10.7.6,אצלי,word,K
4.1.10.7.7,ואיני,word,K
4.1.10.7.8,יודע,word,K
4.1.10.7.9,אם,word,K
4.1.10.7.10,החזרתי,word,K
133rB.20,lb,ms_layout_line_break,K
4.1.10.7.11,לך,word,K
4.1.10.7.12,אם,word,K
4.1.10.7.13,לא,word,K
4.1.10.7.14,[ה]חזרתי,word,K
4.1.10.7.15,חייב,word,K
4.1.10.7.16,לשלם,word,K
4.1.10.7.17,אבל,word,K
4.1.10.7.18,איני,word,K
133rB.21,lb,ms_layout_line_break,K
4.1.10.7.19,יודיע,word,K
4.1.10.7.20,אם,word,K
4.1.10.7.21,גזלתיך,word,K
4.1.10.7.22,ואם,word,K
4.1.10.7.23,הלויתני,word,K
4.1.10.7.24,אם,word,K
133rB.22,lb,ms_layout_line_break,K
4.1.10.7.25,היפקדתה,word,K
4.1.10.7.26,אצלי,word,K
4.1.10.7.27,ואם,word,K
4.1.10.7.28,לא,word,K
4.1.10.7.29,היפקדתה,word,K
133rB.23,lb,ms_layout_line_break,K
4.1.10.7.30,פטור,word,K
4.1.10.7.31,מלשלם,word,K
4.1.10.8,ab,milestone,K
4.1.10.8.1,הגונב,word,K
4.1.10.8.2,טלה,word,K
4.1.10.8.3,מן,word,K
133rB.24,lb,ms_layout_line_break,K
4.1.10.8.4,העדר,word,K
4.1.10.8.5,והחזירו,word,K
4.1.10.8.6,מת,word,K
4.1.10.8.7,או,word,K
4.1.10.8.8,ניגנב,word,K
4.1.10.8.9,חייב,word,K
133rB.25,lb,ms_layout_line_break,K
4.1.10.8.10,באחריותו,word,K
4.1.10.8.11,ואם,word,K
4.1.10.8.12,לא,word,K
4.1.10.8.13,ידעו,word,K
4.1.10.8.14,הבעלים,word,K
4.1.10.8.15,בגניבתו,word,K
133rB.26,lb,ms_layout_line_break,K
4.1.10.8.16,ובחזירתו,word,K
4.1.10.8.17,ומנו,word,K
4.1.10.8.18,מן,word,K
4.1.10.8.19,הצאן,word,K
4.1.10.8.20,והוא,word,K
4.1.10.8.21,שלימה,word,K
133rB.27,lb,ms_layout_line_break,K
4.1.10.8.22,פטור,word,K
4.1.10.8.23,מלשלם,word,K
4.1.10.9,ab,milestone,K
4.1.10.9.1,אין,word,K
4.1.10.9.2,לוקחין,word,K
4.1.10.9.3,מן,word,K
133rB.28,lb,ms_layout_line_break,K
4.1.10.9.4,הרועים,word,K
4.1.10.9.5,צמר,word,K
4.1.10.9.6,וחלב,word,K
4.1.10.9.7,וג(י)דים,word,K
4.1.10.9.8,ולא,word,K
4.1.10.9.9,משומרי,word,K
133rB.29,lb,ms_layout_line_break,K
4.1.10.9.10,פרות,word,K
4.1.10.9.11,עצים,word,K
4.1.10.9.12,ופרות,word,K
4.1.10.9.13,אבל,word,K
4.1.10.9.14,לוקחין,word,K
4.1.10.9.15,מן,word,K
4.1.10.9.16,הנשים,word,K
133rB.30,lb,ms_layout_line_break,K
133vA,cb,ms_structure_new_column,K
4.1.10.9.17,כלי,word,K
4.1.10.9.18,פשתן,word,K
4.1.10.9.19,בגליל,word,K
4.1.10.9.20,ועגלים,word,K
4.1.10.9.21,בשרון,word,K
4.1.10.9.22,וכולם,word,K
133vA.1,lb,ms_layout_line_break,K
4.1.10.9.23,שאמרו,word,K
4.1.10.9.24,הטמן,word,K
4.1.10.9.25,אסור,word,K
4.1.10.9.26,לוקחים,word,K
4.1.10.9.27,ביצים,word,K
133vA.2,lb,ms_layout_line_break,K
4.1.10.9.28,ות(ו)רנגלים,word,K
4.1.10.9.29,מכל,word,K
4.1.10.9.30,מקום,word,K
4.1.10.10,ab,milestone,K
4.1.10.10.1,מוכים,word,K
133vA.3,lb,ms_layout_line_break,K
4.1.10.10.2,שהכובס,word,K
4.1.10.10.3,מוציא,word,K
4.1.10.10.4,הרי,word,K
4.1.10.10.5,אלו,word,K
4.1.10.10.6,שלו,word,K
4.1.10.10.7,שהסרוק,word,K
133vA.4,lb,ms_layout_line_break,K
4.1.10.10.8,מוציא,word,K
4.1.10.10.9,הרי,word,K
4.1.10.10.10,הן,word,K
4.1.10.10.11,שלבעל,word,K
4.1.10.10.12,הבית,word,K
4.1.10.10.13,הכובס,word,K
133vA.5,lb,ms_layout_line_break,K
4.1.10.10.14,נוטל,word,K
4.1.10.10.15,שלשה,word,K
4.1.10.10.16,חוטין,word,K
4.1.10.10.17,והן,word,K
4.1.10.10.18,שלו,word,K
4.1.10.10.19,יתר,word,K
4.1.10.10.20,מיכן,word,K
133vA.6,lb,ms_layout_line_break,K
4.1.10.10.21,שלבעל,word,K
4.1.10.10.22,הבית,word,K
4.1.10.10.23,ואם,word,K
4.1.10.10.24,היה,word,K
4.1.10.10.25,שחור,word,K
4.1.10.10.26,על,word,K
4.1.10.10.27,גבי,word,K
133vA.7,lb,ms_layout_line_break,K
4.1.10.10.28,לבן,word,K
4.1.10.10.29,נוטל,word,K
4.1.10.10.30,את,word,K
4.1.10.10.31,הכל,word,K
4.1.10.10.32,והן,word,K
4.1.10.10.33,שלו,word,K
4.1.10.10.34,החייט,word,K
133vA.8,lb,ms_layout_line_break,K
4.1.10.10.35,ששייר,word,K
4.1.10.10.36,מן,word,K
4.1.10.10.37,החוט,word,K
4.1.10.10.38,כדי,word,K
4.1.10.10.39,לתפור,word,K
4.1.10.10.40,בו,word,K
4.1.10.10.41,מטלת,word,K
133vA.9,lb,ms_layout_line_break,K
4.1.10.10.42,שהיא,word,K
4.1.10.10.43,שלוש,word,K
4.1.10.10.44,על,word,K
4.1.10.10.45,שלוש,word,K
4.1.10.10.46,חייב,word,K
4.1.10.10.47,ל[ה]חזיר,word,K
133vA.10,lb,ms_layout_line_break,K
4.1.10.10.48,לבעלים,word,K
4.1.10.10.49,מה,word,K
4.1.10.10.50,שחרש,word,K
4.1.10.10.51,מוציא,word,K
4.1.10.10.52,במעצד,word,K
133vA.11,lb,ms_layout_line_break,K
4.1.10.10.53,הרי,word,K
4.1.10.10.54,אלו,word,K
4.1.10.10.55,שלו,word,K
4.1.10.10.56,ובכשיל,word,K
4.1.10.10.57,הרי,word,K
4.1.10.10.58,אלו,word,K
4.1.10.10.59,שלבעל,word,K
133vA.12,lb,ms_layout_line_break,K
4.1.10.10.60,הבית,word,K
4.1.10.10.61,אם,word,K
4.1.10.10.62,היה,word,K
4.1.10.10.63,עושה,word,K
4.1.10.10.64,אצל,word,K
4.1.10.10.65,בעל,word,K
4.1.10.10.66,הבית,word,K
133vA.13,lb,ms_layout_line_break,K
4.1.10.10.67,אף,word,K
4.1.10.10.68,הנסורת,word,K
4.1.10.10.69,שלבעל,word,K
4.1.10.10.70,הבית,word,K
4.1.10.T,trailer,paratext,K
133vA.14,lb,ms_layout_line_break,K
4.1.10.T.1,פר׳,paratext,K
4.1.10.T.2,י׳,paratext,K
4.1.10.T.3,הל׳,paratext,K
4.1.10.T.4,י׳ב׳,paratext,K
133vA.15,lb,ms_layout_line_break,K
4.2,div2,ms_text_structure_treatise,K
4.2.1,div3,ms_text_structure_chapter,K
133vA.16,lb,ms_layout_line_break,K
4.2.1.1,ab,milestone,K
4.2.1.1.1,שנים,word,K
4.2.1.1.2,אוחזים,word,K
4.2.1.1.3,בטלת,word,K
4.2.1.1.4,זה,word,K
4.2.1.1.5,אומ׳,word,K
4.2.1.1.6,אני,word,K
133vA.17,lb,ms_layout_line_break,K
4.2.1.1.7,מצאתיה,word,K
4.2.1.1.8,וזה,word,K
4.2.1.1.9,אומ׳,word,K
4.2.1.1.10,אני,word,K
4.2.1.1.11,מצאתיה,word,K
4.2.1.1.12,זה,word,K
4.2.1.1.13,או׳,word,K
133vA.18,lb,ms_layout_line_break,K
4.2.1.1.14,כולה,word,K
4.2.1.1.15,שלי,word,K
4.2.1.1.16,וזה,word,K
4.2.1.1.17,אומ׳,word,K
4.2.1.1.18,כולה,word,K
4.2.1.1.19,שלי,word,K
4.2.1.1.20,זה,word,K
4.2.1.1.21,יישבע,word,K
133vA.19,lb,ms_layout_line_break,K
4.2.1.1.22,שאין,word,K
4.2.1.1.23,לו,word,K
4.2.1.1.24,בה,word,K
4.2.1.1.25,פחות,word,K
4.2.1.1.26,מחציה,word,K
4.2.1.1.27,וזה,word,K
4.2.1.1.28,ישבע,word,K
133vA.20,lb,ms_layout_line_break,K
4.2.1.1.29,שאין,word,K
4.2.1.1.30,לו,word,K
4.2.1.1.31,בה,word,K
4.2.1.1.32,פחות,word,K
4.2.1.1.33,מחציה,word,K
4.2.1.1.34,[ו]יחלוקו,word,K
133vA.21,lb,ms_layout_line_break,K
4.2.1.1.35,זה,word,K
4.2.1.1.36,אומ׳,word,K
4.2.1.1.37,כולה,word,K
4.2.1.1.38,שלי,word,K
4.2.1.1.39,וזה,word,K
4.2.1.1.40,אומ׳,word,K
4.2.1.1.41,חצייה,word,K
4.2.1.1.42,שלי,word,K
133vA.22,lb,ms_layout_line_break,K
4.2.1.1.43,האומ׳,word,K
4.2.1.1.44,כולה,word,K
4.2.1.1.45,שלי,word,K
4.2.1.1.46,ישבע,word,K
4.2.1.1.47,שאין,word,K
4.2.1.1.48,לו,word,K
4.2.1.1.49,בה,word,K
133vA.23,lb,ms_layout_line_break,K
4.2.1.1.50,פחות,word,K
4.2.1.1.51,משלושה,word,K
4.2.1.1.52,חלקים,word,K
4.2.1.1.53,והאומ׳,word,K
4.2.1.1.54,חצייה,word,K
133vA.24,lb,ms_layout_line_break,K
4.2.1.1.55,שלי,word,K
4.2.1.1.56,ישבע,word,K
4.2.1.1.57,שאין,word,K
4.2.1.1.58,לו,word,K
4.2.1.1.59,בה,word,K
4.2.1.1.60,פחות,word,K
4.2.1.1.61,מרביע,word,K
133vA.25,lb,ms_layout_line_break,K
4.2.1.1.62,זה,word,K
4.2.1.1.63,נוטל,word,K
4.2.1.1.64,שלושה,word,K
4.2.1.1.65,חלקים,word,K
4.2.1.1.66,וזה,word,K
4.2.1.1.67,נוטל,word,K
4.2.1.1.68,רביע,word,K
133vA.26,lb,ms_layout_line_break,K
4.2.1.2,ab,milestone,K
4.2.1.2.1,היו,word,K
4.2.1.2.2,שנים,word,K
4.2.1.2.3,רכובים,word,K
4.2.1.2.4,על,word,K
4.2.1.2.5,גבי,word,K
4.2.1.2.6,בהמה,word,K
133vA.27,lb,ms_layout_line_break,K
4.2.1.2.7,או,word,K
4.2.1.2.8,שהיה,word,K
4.2.1.2.9,אחד,word,K
4.2.1.2.10,רכוב,word,K
4.2.1.2.11,ואחד,word,K
4.2.1.2.12,מהלך,word,K
4.2.1.2.13,זה,word,K
4.2.1.2.14,אומ׳,word,K
133vA.28,lb,ms_layout_line_break,K
4.2.1.2.15,כולה,word,K
4.2.1.2.16,שלי,word,K
4.2.1.2.17,וזה,word,K
4.2.1.2.18,אומ׳,word,K
4.2.1.2.19,כולה,word,K
4.2.1.2.20,שלי,word,K
4.2.1.2.21,זה,word,K
4.2.1.2.22,ישבע,word,K
133vA.29,lb,ms_layout_line_break,K
4.2.1.2.23,שאין,word,K
4.2.1.2.24,לו,word,K
4.2.1.2.25,[בה],word,K
4.2.1.2.26,פחות,word,K
4.2.1.2.27,מחצייה,word,K
4.2.1.2.28,וזה,word,K
4.2.1.2.29,ישבע,word,K
4.2.1.2.30,שאין,word,K
133vA.30,lb,ms_layout_line_break,K
4.2.1.2.31,לו,word,K
4.2.1.2.32,[בה],word,K
4.2.1.2.33,פחות,word,K
4.2.1.2.34,מחציה,word,K
4.2.1.2.35,[ו]יחלקו,word,K
4.2.1.2.36,בזמן,word,K
4.2.1.2.37,שהן,word,K
4.2.1.2.38,מודין,word,K
133vB,cb,ms_structure_new_column,K
133vB.1,lb,ms_layout_line_break,K
4.2.1.2.39,או,word,K
4.2.1.2.40,שיש,word,K
4.2.1.2.41,להן,word,K
4.2.1.2.42,עדים,word,K
4.2.1.2.43,חולקין,word,K
4.2.1.2.44,ש(?)[לא],word,K
4.2.1.2.45,בשבועה,word,K
133vB.2,lb,ms_layout_line_break,K
4.2.1.3,ab,milestone,K
4.2.1.3.1,היה,word,K
4.2.1.3.2,ר(ו)כב,word,K
4.2.1.3.3,על,word,K
4.2.1.3.4,גבי,word,K
4.2.1.3.5,בהמה,word,K
4.2.1.3.6,וראה,word,K
4.2.1.3.7,את,word,K
133vB.3,lb,ms_layout_line_break,K
4.2.1.3.8,המציאה,word,K
4.2.1.3.9,אומ׳,word,K
4.2.1.3.10,לחבירו,word,K
4.2.1.3.11,תנה,word,K
4.2.1.3.12,לי,word,K
4.2.1.3.13,(??)[ו]נטלה,word,K
133vB.4,lb,ms_layout_line_break,K
4.2.1.3.14,ואמ׳,word,K
4.2.1.3.15,אני,word,K
4.2.1.3.16,זכיתי,word,K
4.2.1.3.17,בה,word,K
4.2.1.3.18,זכה,word,K
4.2.1.3.19,בה,word,K
4.2.1.3.20,אם,word,K
4.2.1.3.21,משנתנה,word,K
133vB.5,lb,ms_layout_line_break,K
4.2.1.3.22,לו,word,K
4.2.1.3.23,אמ׳,word,K
4.2.1.3.24,אני,word,K
4.2.1.3.25,זכיתי,word,K
4.2.1.3.26,בה,word,K
4.2.1.3.27,תחילה,word,K
4.2.1.3.28,לא,word,K
4.2.1.3.29,אמ׳,word,K
4.2.1.3.30,כלום,word,K
133vB.6,lb,ms_layout_line_break,K
4.2.1.4,ab,milestone,K
4.2.1.4.1,ראה,word,K
4.2.1.4.2,את,word,K
4.2.1.4.3,המציאה,word,K
4.2.1.4.4,ונפל(ו),word,K
4.2.1.4.5,לו,word,K
4.2.1.4.6,עליה,word,K
133vB.7,lb,ms_layout_line_break,K
4.2.1.4.7,ובא,word,K
4.2.1.4.8,אחר,word,K
4.2.1.4.9,והחזיק,word,K
4.2.1.4.10,בה,word,K
4.2.1.4.11,זה,word,K
4.2.1.4.12,שהחזיק,word,K
4.2.1.4.13,בה,word,K
133vB.8,lb,ms_layout_line_break,K
4.2.1.4.14,זכה,word,K
4.2.1.4.15,בה,word,K
4.2.1.4.16,ראה,word,K
4.2.1.4.17,אותן,word,K
4.2.1.4.18,רצים,word,K
4.2.1.4.19,אחר,word,K
4.2.1.4.20,המציאה,word,K
133vB.9,lb,ms_layout_line_break,K
4.2.1.4.21,אחר,word,K
4.2.1.4.22,צבי,word,K
4.2.1.4.23,שבור,word,K
4.2.1.4.24,אחר,word,K
4.2.1.4.25,גוזלות,word,K
4.2.1.4.26,שלא,word,K
4.2.1.4.27,פיריחו,word,K
133vB.10,lb,ms_layout_line_break,K
4.2.1.4.28,ואמ׳,word,K
4.2.1.4.29,זכת,word,K
4.2.1.4.30,לי,word,K
4.2.1.4.31,שדי,word,K
4.2.1.4.32,זכת,word,K
4.2.1.4.33,לו,word,K
4.2.1.4.34,היה,word,K
4.2.1.4.35,צבי,word,K
4.2.1.4.36,רץ,word,K
4.2.1.4.37,כדרכו,word,K
133vB.11,lb,ms_layout_line_break,K
4.2.1.4.38,או,word,K
4.2.1.4.39,שהיו,word,K
4.2.1.4.40,גוזלות,word,K
4.2.1.4.41,מפרחים,word,K
4.2.1.4.42,ואו׳,word,K
4.2.1.4.43,זכת,word,K
4.2.1.4.44,לי,word,K
133vB.12,lb,ms_layout_line_break,K
4.2.1.4.45,שדי,word,K
4.2.1.4.46,לא,word,K
4.2.1.4.47,אמ׳,word,K
4.2.1.4.48,כלום,word,K
4.2.1.5,ab,milestone,K
4.2.1.5.1,מציאת,word,K
4.2.1.5.2,בנו,word,K
4.2.1.5.3,ובתו,word,K
133vB.13,lb,ms_layout_line_break,K
4.2.1.5.4,הקטנים,word,K
4.2.1.5.5,עבדו,word,K
4.2.1.5.6,ושפחתו,word,K
4.2.1.5.7,הכנענים,word,K
133vB.14,lb,ms_layout_line_break,K
4.2.1.5.8,מציאת,word,K
