order,contents,kind,manuscript
4.1.2.1.37,משלם,word,K
128rB.12,lb,ms_layout_line_break,K
4.1.2.1.38,נזק,word,K
4.1.2.1.39,[שלם],word,K
4.1.2.1.40,ועל,word,K
4.1.2.1.41,האחרון,word,K
4.1.2.1.42,משלם,word,K
4.1.2.1.43,חצי,word,K
4.1.2.1.44,נזק,word,K
128rB.13,lb,ms_layout_line_break,K
4.1.2.1.45,התרנגלים,word,K
4.1.2.1.46,מועדים,word,K
4.1.2.1.47,להלך,word,K
4.1.2.1.48,כדרכן,word,K
4.1.2.1.49,ולשבר,word,K
128rB.14,lb,ms_layout_line_break,K
4.1.2.1.50,(ולשבר),word,K
4.1.2.1.51,היה,word,K
4.1.2.1.52,דלי[ל],word,K
4.1.2.1.53,קשור,word,K
4.1.2.1.54,ברגלו,word,K
4.1.2.1.55,או,word,K
4.1.2.1.56,שהיה,word,K
128rB.15,lb,ms_layout_line_break,K
4.1.2.1.57,(מחרס),word,K
4.1.2.1.58,[מהדס],word,K
4.1.2.1.59,ושיבר,word,K
4.1.2.1.60,את,word,K
4.1.2.1.61,הכלים,word,K
4.1.2.1.62,משלם,word,K
4.1.2.1.63,חצי,word,K
128rB.16,lb,ms_layout_line_break,K
4.1.2.1.64,נזק,word,K
4.1.2.2,ab,milestone,K
4.1.2.2.1,כיצד,word,K
4.1.2.2.2,השן,word,K
4.1.2.2.3,מועדת,word,K
4.1.2.2.4,לאכל,word,K
4.1.2.2.5,את,word,K
128rB.17,lb,ms_layout_line_break,K
4.1.2.2.6,הראוי,word,K
4.1.2.2.7,לה,word,K
4.1.2.2.8,והבהמה,word,K
4.1.2.2.9,מועדת,word,K
4.1.2.2.10,לאכל,word,K
4.1.2.2.11,פירות,word,K
128rB.18,lb,ms_layout_line_break,K
4.1.2.2.12,וירקות,word,K
4.1.2.2.13,אכלה,word,K
4.1.2.2.14,כסות,word,K
4.1.2.2.15,או,word,K
4.1.2.2.16,כלים,word,K
4.1.2.2.17,משלם,word,K
4.1.2.2.18,חצי,word,K
128rB.19,lb,ms_layout_line_break,K
4.1.2.2.19,נזק,word,K
4.1.2.2.20,במי,word,K
4.1.2.2.21,דברים,word,K
4.1.2.2.22,אמורים,word,K
4.1.2.2.23,ברשות,word,K
4.1.2.2.24,הניזק,word,K
128rB.20,lb,ms_layout_line_break,K
4.1.2.2.25,אבל,word,K
4.1.2.2.26,ברשות,word,K
4.1.2.2.27,הרבים,word,K
4.1.2.2.28,פטור,word,K
4.1.2.2.29,ואם,word,K
4.1.2.2.30,נהנת,word,K
128rB.21,lb,ms_layout_line_break,K
4.1.2.2.31,משלם,word,K
4.1.2.2.32,מה,word,K
4.1.2.2.33,שנהנת,word,K
4.1.2.2.34,כיצד,word,K
4.1.2.2.35,משלם,word,K
128rB.22,lb,ms_layout_line_break,K
4.1.2.2.36,מה,word,K
4.1.2.2.37,שנהנת,word,K
4.1.2.2.38,אכלה,word,K
4.1.2.2.39,מתוך,word,K
4.1.2.2.40,הרחבה,word,K
4.1.2.2.41,משלם,word,K
128rB.23,lb,ms_layout_line_break,K
4.1.2.2.42,מה,word,K
4.1.2.2.43,שנהנת,word,K
4.1.2.2.44,מצדדי,word,K
4.1.2.2.45,הרחבה,word,K
4.1.2.2.46,משלם,word,K
4.1.2.2.47,מה,word,K
128rB.24,lb,ms_layout_line_break,K
4.1.2.2.48,שהיזיקה,word,K
4.1.2.2.49,מפתח,word,K
4.1.2.2.50,החנות,word,K
4.1.2.2.51,משלם,word,K
4.1.2.2.52,מה,word,K
128rB.25,lb,ms_layout_line_break,K
4.1.2.2.53,שנהנת,word,K
4.1.2.2.54,מתוך,word,K
4.1.2.2.55,החנות,word,K
4.1.2.2.56,משלם,word,K
4.1.2.2.57,מה,word,K
128rB.26,lb,ms_layout_line_break,K
4.1.2.2.58,שהיזיקה,word,K
4.1.2.3,ab,milestone,K
4.1.2.3.1,הכלב,word,K
4.1.2.3.2,והגדי,word,K
4.1.2.3.3,שקפצו,word,K
4.1.2.3.4,מעל,word,K
128rB.27,lb,ms_layout_line_break,K
4.1.2.3.5,הגג,word,K
4.1.2.3.6,ושיברו,word,K
4.1.2.3.7,את,word,K
4.1.2.3.8,הכלים,word,K
4.1.2.3.9,משלם,word,K
4.1.2.3.10,נזק,word,K
4.1.2.3.11,שלם,word,K
128rB.28,lb,ms_layout_line_break,K
4.1.2.3.12,מפני,word,K
4.1.2.3.13,שהן,word,K
4.1.2.3.14,מועדים,word,K
4.1.2.3.15,כלב,word,K
4.1.2.3.16,שנטל,word,K
4.1.2.3.17,את,word,K
4.1.2.3.18,החררה,word,K
128rB.29,lb,ms_layout_line_break,K
128vA,cb,ms_structure_new_column,K
4.1.2.3.19,והלך,word,K
4.1.2.3.20,לו,word,K
4.1.2.3.21,לגדיש,word,K
4.1.2.3.22,אכל,word,K
4.1.2.3.23,את,word,K
4.1.2.3.24,החררה,word,K
128vA.1,lb,ms_layout_line_break,K
4.1.2.3.25,והדליק,word,K
4.1.2.3.26,את,word,K
4.1.2.3.27,הגדיש,word,K
4.1.2.3.28,על,word,K
4.1.2.3.29,החררה,word,K
4.1.2.3.30,משלם,word,K
128vA.2,lb,ms_layout_line_break,K
4.1.2.3.31,נזק,word,K
4.1.2.3.32,שלם,word,K
4.1.2.3.33,ועל,word,K
4.1.2.3.34,הגדיש,word,K
4.1.2.3.35,משלם,word,K
4.1.2.3.36,חצי,word,K
128vA.3,lb,ms_layout_line_break,K
4.1.2.3.37,נזק,word,K
4.1.2.4,ab,milestone,K
4.1.2.4.1,אי,word,K
4.1.2.4.2,זה,word,K
4.1.2.4.3,הוא,word,K
4.1.2.4.4,תם,word,K
4.1.2.4.5,ואי,word,K
4.1.2.4.6,זה,word,K
4.1.2.4.7,הוא,word,K
128vA.4,lb,ms_layout_line_break,K
4.1.2.4.8,מועד,word,K
4.1.2.4.9,מועד,word,K
4.1.2.4.10,שהעידו,word,K
4.1.2.4.11,בו,word,K
4.1.2.4.12,שלושה,word,K
4.1.2.4.13,ימים,word,K
128vA.5,lb,ms_layout_line_break,K
4.1.2.4.14,ותם,word,K
4.1.2.4.15,שיחזור,word,K
4.1.2.4.16,בו,word,K
4.1.2.4.17,שלושה,word,K
4.1.2.4.18,ימים,word,K
4.1.2.4.19,דברי,word,K
128vA.6,lb,ms_layout_line_break,K
4.1.2.4.20,ר׳,word,K
4.1.2.4.21,יהודה,word,K
4.1.2.4.22,ר׳,word,K
4.1.2.4.23,מאיר,word,K
4.1.2.4.24,אומ׳,word,K
4.1.2.4.25,מועד,word,K
4.1.2.4.26,שהעידו,word,K
128vA.7,lb,ms_layout_line_break,K
4.1.2.4.27,בו,word,K
4.1.2.4.28,שלשה,word,K
4.1.2.4.29,פעמים,word,K
4.1.2.4.30,ותם,word,K
4.1.2.4.31,שיהו,word,K
4.1.2.4.32,התינוקות,word,K
128vA.8,lb,ms_layout_line_break,K
4.1.2.4.33,ממשמשים,word,K
4.1.2.4.34,בו,word,K
4.1.2.5,ab,milestone,K
4.1.2.5.1,ושור,word,K
4.1.2.5.2,המזיק,word,K
128vA.9,lb,ms_layout_line_break,K
4.1.2.5.3,ברשות,word,K
4.1.2.5.4,הניזק,word,K
4.1.2.5.5,כיצד,word,K
4.1.2.5.6,נ<±1>ח,word,K
4.1.2.5.7,נגף,word,K
4.1.2.5.8,נשך,word,K
128vA.10,lb,ms_layout_line_break,K
4.1.2.5.9,רבץ,word,K
4.1.2.5.10,בעט,word,K
4.1.2.5.11,ברשות,word,K
4.1.2.5.12,הרבים,word,K
4.1.2.5.13,משלם,word,K
4.1.2.5.14,חצי,word,K
128vA.11,lb,ms_layout_line_break,K
4.1.2.5.15,נזק,word,K
4.1.2.5.16,ברשות,word,K
4.1.2.5.17,הנזק,word,K
4.1.2.5.18,ר׳,word,K
4.1.2.5.19,טרפון,word,K
4.1.2.5.20,אומ׳,word,K
4.1.2.5.21,נזק,word,K
128vA.12,lb,ms_layout_line_break,K
4.1.2.5.22,שלם,word,K
4.1.2.5.23,וחכמ׳,word,K
4.1.2.5.24,אומ׳,word,K
4.1.2.5.25,חצי,word,K
4.1.2.5.26,נזק,word,K
4.1.2.5.27,אמ׳,word,K
4.1.2.5.28,להם,word,K
128vA.13,lb,ms_layout_line_break,K
4.1.2.5.29,ר׳,word,K
4.1.2.5.30,טרפון,word,K
4.1.2.5.31,מה,word,K
4.1.2.5.32,אם,word,K
4.1.2.5.33,במקום,word,K
4.1.2.5.34,שהקל,word,K
4.1.2.5.35,על,word,K
128vA.14,lb,ms_layout_line_break,K
4.1.2.5.36,השן,word,K
4.1.2.5.37,ועל,word,K
4.1.2.5.38,הרגל,word,K
4.1.2.5.39,ברשות,word,K
4.1.2.5.40,הרבים,word,K
4.1.2.5.41,שהוא,word,K
128vA.15,lb,ms_layout_line_break,K
4.1.2.5.42,פטור,word,K
4.1.2.5.43,החמיר,word,K
4.1.2.5.44,עליהם,word,K
4.1.2.5.45,ברשות,word,K
4.1.2.5.46,הניזק,word,K
128vA.16,lb,ms_layout_line_break,K
4.1.2.5.47,לשלם,word,K
4.1.2.5.48,נזק,word,K
4.1.2.5.49,שלם,word,K
4.1.2.5.50,מקום,word,K
4.1.2.5.51,שהחמיר,word,K
4.1.2.5.52,על,word,K
128vA.17,lb,ms_layout_line_break,K
4.1.2.5.53,הקרן,word,K
4.1.2.5.54,ברשות,word,K
4.1.2.5.55,הרבים,word,K
4.1.2.5.56,לשלם,word,K
4.1.2.5.57,חצי,word,K
4.1.2.5.58,נזק,word,K
128vA.18,lb,ms_layout_line_break,K
4.1.2.5.59,אינו,word,K
4.1.2.5.60,דין,word,K
4.1.2.5.61,שנחמיר,word,K
4.1.2.5.62,עליה,word,K
4.1.2.5.63,ברשות,word,K
128vA.19,lb,ms_layout_line_break,K
4.1.2.5.64,הניזק,word,K
4.1.2.5.65,לשלם,word,K
4.1.2.5.66,נזק,word,K
4.1.2.5.67,שלם,word,K
4.1.2.5.68,אמרו,word,K
4.1.2.5.69,לו,word,K
4.1.2.5.70,דיו,word,K
128vA.20,lb,ms_layout_line_break,K
4.1.2.5.71,לבא,word,K
4.1.2.5.72,מן,word,K
4.1.2.5.73,הדין,word,K
4.1.2.5.74,להיות,word,K
4.1.2.5.75,כנדון,word,K
4.1.2.5.76,מה,word,K
4.1.2.5.77,ברשות,word,K
128vA.21,lb,ms_layout_line_break,K
4.1.2.5.78,הרבים,word,K
4.1.2.5.79,חצי,word,K
4.1.2.5.80,נזק,word,K
4.1.2.5.81,ואף,word,K
4.1.2.5.82,ברשות,word,K
4.1.2.5.83,הניזק,word,K
128vA.22,lb,ms_layout_line_break,K
4.1.2.5.84,חצי,word,K
4.1.2.5.85,נזק,word,K
4.1.2.5.86,אמ׳,word,K
4.1.2.5.87,להם,word,K
4.1.2.5.88,אני,word,K
4.1.2.5.89,לא,word,K
4.1.2.5.90,אדין,word,K
128vA.23,lb,ms_layout_line_break,K
4.1.2.5.91,קרן,word,K
4.1.2.5.92,מקרן,word,K
4.1.2.5.93,ואני,word,K
4.1.2.5.94,אדין,word,K
4.1.2.5.95,קרן,word,K
4.1.2.5.96,מרגל,word,K
4.1.2.5.97,מה,word,K
128vA.24,lb,ms_layout_line_break,K
4.1.2.5.98,אם,word,K
4.1.2.5.99,במקום,word,K
4.1.2.5.100,שהקל,word,K
4.1.2.5.101,על,word,K
4.1.2.5.102,השן,word,K
4.1.2.5.103,ועל,word,K
4.1.2.5.104,הרגל,word,K
128vA.25,lb,ms_layout_line_break,K
4.1.2.5.105,ברשות,word,K
4.1.2.5.106,הרבים,word,K
4.1.2.5.107,החמיר,word,K
4.1.2.5.108,בקרן,word,K
4.1.2.5.109,מקום,word,K
128vA.26,lb,ms_layout_line_break,K
4.1.2.5.110,שהחמיר,word,K
4.1.2.5.111,עליהם,word,K
4.1.2.5.112,ברשות,word,K
4.1.2.5.113,הניזק,word,K
4.1.2.5.114,אינו,word,K
128vA.27,lb,ms_layout_line_break,K
4.1.2.5.115,דין,word,K
4.1.2.5.116,שנחמיר,word,K
4.1.2.5.117,בקרן,word,K
4.1.2.5.118,אמרו,word,K
4.1.2.5.119,לו,word,K
4.1.2.5.120,דיו,word,K
4.1.2.5.121,לב(ו)א,word,K
128vA.28,lb,ms_layout_line_break,K
4.1.2.5.122,מן,word,K
4.1.2.5.123,הדין,word,K
4.1.2.5.124,שיהא,word,K
4.1.2.5.125,כנדון,word,K
4.1.2.5.126,מה,word,K
4.1.2.5.127,ברשות,word,K
4.1.2.5.128,הרבים,word,K
128vA.29,lb,ms_layout_line_break,K
128vB,cb,ms_structure_new_column,K
4.1.2.5.129,חצי,word,K
4.1.2.5.130,נזק,word,K
4.1.2.5.131,אף,word,K
4.1.2.5.132,ברשות,word,K
4.1.2.5.133,הניזק,word,K
4.1.2.5.134,חצי,word,K
4.1.2.5.135,נזק,word,K
128vB.1,lb,ms_layout_line_break,K
4.1.2.6,ab,milestone,K
4.1.2.6.1,אדם,word,K
4.1.2.6.2,מועד,word,K
4.1.2.6.3,לעולם,word,K
4.1.2.6.4,בין,word,K
4.1.2.6.5,שוגג,word,K
4.1.2.6.6,בין,word,K
128vB.2,lb,ms_layout_line_break,K
4.1.2.6.7,מזיד,word,K
4.1.2.6.8,בין,word,K
4.1.2.6.9,ער,word,K
4.1.2.6.10,בין,word,K
4.1.2.6.11,ישן,word,K
4.1.2.6.12,ס[י]מא,word,K
4.1.2.6.13,את,word,K
4.1.2.6.14,עין,word,K
128vB.3,lb,ms_layout_line_break,K
4.1.2.6.15,חבירו,word,K
4.1.2.6.16,ושיבר,word,K
4.1.2.6.17,את,word,K
4.1.2.6.18,הכלים,word,K
4.1.2.6.19,משלם,word,K
4.1.2.6.20,נזק,word,K
128vB.4,lb,ms_layout_line_break,K
4.1.2.6.21,שלם,word,K
4.1.2.T,trailer,paratext,K
4.1.2.T.1,פר׳,paratext,K
4.1.2.T.2,ב׳,paratext,K
4.1.2.T.3,הל׳,paratext,K
4.1.2.T.4,י׳,paratext,K
128vB.5,lb,ms_layout_line_break,K
4.1.3,div3,ms_text_structure_chapter,K
4.1.3.1,ab,milestone,K
4.1.3.1.1,המני<ח>,word,K
4.1.3.1.2,את,word,K
4.1.3.1.3,הכד,word,K
4.1.3.1.4,ברשות,word,K
4.1.3.1.5,הרבים,word,K
4.1.3.1.6,ובא,word,K
128vB.6,lb,ms_layout_line_break,K
4.1.3.1.7,אחר,word,K
4.1.3.1.8,וניתקל,word,K
4.1.3.1.9,בה,word,K
4.1.3.1.10,ושיברה,word,K
4.1.3.1.11,פטור,word,K
4.1.3.1.12,ואם,word,K
128vB.7,lb,ms_layout_line_break,K
4.1.3.1.13,הוזק,word,K
4.1.3.1.14,בה,word,K
4.1.3.1.15,בעל,word,K
4.1.3.1.16,החבית,word,K
4.1.3.1.17,חייב,word,K
4.1.3.1.18,בניזקו],word,K
128vB.8,lb,ms_layout_line_break,K
4.1.3.1.19,[נשברה,word,K
4.1.3.1.20,כדו,word,K
4.1.3.1.21,ברשות,word,K
4.1.3.1.22,הרבים,word,K
4.1.3.1.23,והחליק,word,K
128vB.9,lb,ms_layout_line_break,K
4.1.3.1.24,בה,word,K
4.1.3.1.25,אחר,word,K
4.1.3.1.26,במים,word,K
4.1.3.1.27,או,word,K
4.1.3.1.28,שלקה,word,K
4.1.3.1.29,בחרסיה,word,K
128vB.10,lb,ms_layout_line_break,K
4.1.3.1.30,חייב,word,K
4.1.3.1.31,ר׳,word,K
4.1.3.1.32,יהודה,word,K
4.1.3.1.33,אומ׳,word,K
4.1.3.1.34,במתכוון,word,K
4.1.3.1.35,חייב,word,K
128vB.11,lb,ms_layout_line_break,K
4.1.3.1.36,ובשאינו,word,K
4.1.3.1.37,מתכוון,word,K
4.1.3.1.38,פטור,word,K
4.1.3.2,ab,milestone,K
4.1.3.2.1,השופך,word,K
128vB.12,lb,ms_layout_line_break,K
4.1.3.2.2,מים,word,K
4.1.3.2.3,ברשות,word,K
4.1.3.2.4,הרבים,word,K
4.1.3.2.5,והוזק,word,K
4.1.3.2.6,בהן,word,K
4.1.3.2.7,אחר,word,K
128vB.13,lb,ms_layout_line_break,K
4.1.3.2.8,חייב,word,K
4.1.3.2.9,בניזקו,word,K
4.1.3.2.10,המצניע,word,K
4.1.3.2.11,את,word,K
4.1.3.2.12,הקוץ,word,K
4.1.3.2.13,ואת,word,K
128vB.14,lb,ms_layout_line_break,K
4.1.3.2.14,הזכוכית,word,K
4.1.3.2.15,(וא)(ת),word,K
4.1.3.2.16,הגודר,word,K
4.1.3.2.17,גדירו,word,K
4.1.3.2.18,בקוצים,word,K
128vB.15,lb,ms_layout_line_break,K
4.1.3.2.19,וגדר,word,K
4.1.3.2.20,שנפל,word,K
4.1.3.2.21,ברשות,word,K
4.1.3.2.22,הרבים,word,K
4.1.3.2.23,והוזק,word,K
4.1.3.2.24,בהן,word,K
128vB.16,lb,ms_layout_line_break,K
4.1.3.2.25,אחר,word,K
4.1.3.2.26,חייב,word,K
4.1.3.2.27,בניזקו,word,K
4.1.3.3,ab,milestone,K
4.1.3.3.1,המוציא,word,K
4.1.3.3.2,את,word,K
128vB.17,lb,ms_layout_line_break,K
4.1.3.3.3,תבנו,word,K
4.1.3.3.4,ואת,word,K
4.1.3.3.5,(שק)<קש>ו,word,K
4.1.3.3.6,[ואת,word,K
128vB.,lb,ms_layout_line_break,K
4.1.3.3.7,גפתו],word,K
4.1.3.3.8,לרשות,word,K
4.1.3.3.9,הרבים,word,K
4.1.3.3.10,לזבלים,word,K
128vB.18,lb,ms_layout_line_break,K
4.1.3.3.11,והוזק,word,K
4.1.3.3.12,בהן,word,K
4.1.3.3.13,אחר,word,K
4.1.3.3.14,חייב,word,K
4.1.3.3.15,בניזקו,word,K
4.1.3.3.16,וכל,word,K
