order,contents,kind,manuscript
4.1.7.3.59,העדות,word,psV
4.1.7.3.60,שאם,word,psV
4.1.7.3.61,אין,word,psV
4.1.7.3.62,גניבה,word,psV
4.1.7.3.63,אין,word,psV
4.1.7.3.64,טביחה,word,psV
4.1.7.3.65,ואין,word,psV
4.1.7.3.66,מכירה,word,psV
4.1.7.4,ab,milestone,psV
4.1.7.4.1,גנב,word,psV
4.1.7.4.2,על,word,psV
4.1.7.4.3,פי,word,psV
4.1.7.4.4,שנים,word,psV
4.1.7.4.5,וטבח,word,psV
4.1.7.4.6,ומכר,word,psV
4.1.7.4.7,על,word,psV
4.1.7.4.8,פי,word,psV
4.1.7.4.9,עד,word,psV
4.1.7.4.10,אחד,word,psV
4.1.7.4.11,או,word,psV
4.1.7.4.12,על,word,psV
4.1.7.4.13,פי,word,psV
4.1.7.4.14,עצמו,word,psV
4.1.7.4.15,משלם,word,psV
4.1.7.4.16,תשלומי,word,psV
4.1.7.4.17,כפל,word,psV
4.1.7.4.18,ואינו,word,psV
4.1.7.4.19,משלם,word,psV
4.1.7.4.20,תשלומי,word,psV
4.1.7.4.21,ארבעה,word,psV
4.1.7.4.22,וחמשה,word,psV
4.1.7.4.23,גנב,word,psV
4.1.7.4.24,וטבח,word,psV
4.1.7.4.25,בשבת,word,psV
4.1.7.4.26,גנב,word,psV
4.1.7.4.27,וטבח,word,psV
4.1.7.4.28,לעבודה,word,psV
4.1.7.4.29,זרה,word,psV
4.1.7.4.30,גנב,word,psV
4.1.7.4.31,משל,word,psV
4.1.7.4.32,אביו,word,psV
4.1.7.4.33,ומת,word,psV
4.1.7.4.34,אביו,word,psV
4.1.7.4.35,ואחר,word,psV
4.1.7.4.36,כך,word,psV
4.1.7.4.37,טבח,word,psV
4.1.7.4.38,ומכר,word,psV
4.1.7.4.39,גנב,word,psV
4.1.7.4.40,והקדיש,word,psV
4.1.7.4.41,ואחר,word,psV
4.1.7.4.42,כך,word,psV
4.1.7.4.43,טבח,word,psV
4.1.7.4.44,ומכר,word,psV
4.1.7.4.45,משלם,word,psV
4.1.7.4.46,תשלומי,word,psV
4.1.7.4.47,כפל,word,psV
4.1.7.4.48,ואינו,word,psV
4.1.7.4.49,משלם,word,psV
4.1.7.4.50,תשלומי,word,psV
4.1.7.4.51,ארבעה,word,psV
4.1.7.4.52,וחמשה,word,psV
4.1.7.4.53,רבי,word,psV
4.1.7.4.54,שמעון,word,psV
4.1.7.4.55,אומר,word,psV
4.1.7.4.56,קדשים,word,psV
4.1.7.4.57,שחייב,word,psV
4.1.7.4.58,באחריותם,word,psV
4.1.7.4.59,משלם,word,psV
4.1.7.4.60,תשלומי,word,psV
4.1.7.4.61,ארבעה,word,psV
4.1.7.4.62,וחמשה,word,psV
4.1.7.4.63,שאין,word,psV
4.1.7.4.64,חייב,word,psV
4.1.7.4.65,באחריותם,word,psV
4.1.7.4.66,פטור,word,psV
4.1.7.5,ab,milestone,psV
4.1.7.5.1,מכרו,word,psV
4.1.7.5.2,חוץ,word,psV
4.1.7.5.3,מאחד,word,psV
4.1.7.5.4,ממאה,word,psV
4.1.7.5.5,שבו,word,psV
4.1.7.5.6,או,word,psV
4.1.7.5.7,שהיתה,word,psV
4.1.7.5.8,לו,word,psV
4.1.7.5.9,בו,word,psV
4.1.7.5.10,שותפות,word,psV
4.1.7.5.11,השוחט,word,psV
4.1.7.5.12,ונתנבלה,word,psV
4.1.7.5.13,בידו,word,psV
4.1.7.5.14,הנוחר,word,psV
4.1.7.5.15,והמעקר,word,psV
4.1.7.5.16,משלם,word,psV
4.1.7.5.17,תשלומי,word,psV
4.1.7.5.18,כפל,word,psV
4.1.7.5.19,ואינו,word,psV
4.1.7.5.20,משלם,word,psV
4.1.7.5.21,תשלומי,word,psV
4.1.7.5.22,ארבעה,word,psV
4.1.7.5.23,וחמשה,word,psV
4.1.7.5.24,גנב,word,psV
4.1.7.5.25,ברשות,word,psV
4.1.7.5.26,הבעלים,word,psV
4.1.7.5.27,וטבח,word,psV
4.1.7.5.28,ומכר,word,psV
4.1.7.5.29,חוץ,word,psV
4.1.7.5.30,מרשותם,word,psV
4.1.7.5.31,או,word,psV
4.1.7.5.32,שגנב,word,psV
4.1.7.5.33,חוץ,word,psV
4.1.7.5.34,מרשותם,word,psV
4.1.7.5.35,וטבח,word,psV
4.1.7.5.36,ומכר,word,psV
4.1.7.5.37,ברשותם,word,psV
4.1.7.5.38,או,word,psV
4.1.7.5.39,שגנב,word,psV
4.1.7.5.40,וטבח,word,psV
4.1.7.5.41,ומכר,word,psV
4.1.7.5.42,חוץ,word,psV
4.1.7.5.43,מרשותם,word,psV
4.1.7.5.44,משלם,word,psV
4.1.7.5.45,תשלומי,word,psV
4.1.7.5.46,ארבעה,word,psV
4.1.7.5.47,וחמשה,word,psV
4.1.7.5.48,אבל,word,psV
4.1.7.5.49,גנב,word,psV
4.1.7.5.50,וטבח,word,psV
4.1.7.5.51,ומכר,word,psV
4.1.7.5.52,ברשותם,word,psV
4.1.7.5.53,פטור,word,psV
4.1.7.6,ab,milestone,psV
4.1.7.6.1,היה,word,psV
4.1.7.6.2,מושכו,word,psV
4.1.7.6.3,ויוצא,word,psV
4.1.7.6.4,ומת,word,psV
4.1.7.6.5,ברשות,word,psV
4.1.7.6.6,הבעלים,word,psV
4.1.7.6.7,פטור,word,psV
4.1.7.6.8,הגביהו,word,psV
4.1.7.6.9,או,word,psV
4.1.7.6.10,שהוציאו,word,psV
4.1.7.6.11,מרשות,word,psV
4.1.7.6.12,הבעלים,word,psV
4.1.7.6.13,ומת,word,psV
4.1.7.6.14,חייב,word,psV
4.1.7.6.15,נתנו,word,psV
4.1.7.6.16,לבכורות,word,psV
4.1.7.6.17,בנו,word,psV
4.1.7.6.18,או,word,psV
4.1.7.6.19,לבעל,word,psV
4.1.7.6.20,חובו,word,psV
4.1.7.6.21,לשומר,word,psV
4.1.7.6.22,חנם,word,psV
4.1.7.6.23,ולשואל,word,psV
4.1.7.6.24,לנושא,word,psV
4.1.7.6.25,שכר,word,psV
4.1.7.6.26,ולשוכר,word,psV
4.1.7.6.27,והיה,word,psV
4.1.7.6.28,מושכו,word,psV
4.1.7.6.29,ומת,word,psV
4.1.7.6.30,ברשות,word,psV
4.1.7.6.31,הבעלים,word,psV
4.1.7.6.32,פטור,word,psV
4.1.7.6.33,הגביהו,word,psV
4.1.7.6.34,או,word,psV
4.1.7.6.35,שהוציאו,word,psV
4.1.7.6.36,מרשות,word,psV
4.1.7.6.37,הבעלים,word,psV
4.1.7.6.38,ומת,word,psV
4.1.7.6.39,חייב,word,psV
4.1.7.7,ab,milestone,psV
4.1.7.7.1,אין,word,psV
4.1.7.7.2,מגדלין,word,psV
4.1.7.7.3,בהמה,word,psV
4.1.7.7.4,דקה,word,psV
4.1.7.7.5,בארץ,word,psV
4.1.7.7.6,ישראל,word,psV
4.1.7.7.7,אבל,word,psV
4.1.7.7.8,מגדלין,word,psV
4.1.7.7.9,בסוריא,word,psV
4.1.7.7.10,ובמדברות,word,psV
4.1.7.7.11,שבארץ,word,psV
4.1.7.7.12,ישראל,word,psV
4.1.7.7.13,אין,word,psV
4.1.7.7.14,מגדלין,word,psV
4.1.7.7.15,תרנגולים,word,psV
4.1.7.7.16,בירושלים,word,psV
4.1.7.7.17,מפני,word,psV
4.1.7.7.18,הקדשים,word,psV
4.1.7.7.19,ולא,word,psV
4.1.7.7.20,כהנים,word,psV
4.1.7.7.21,בארץ,word,psV
4.1.7.7.22,ישראל,word,psV
4.1.7.7.23,מפני,word,psV
4.1.7.7.24,הטהרות,word,psV
4.1.7.7.25,אין,word,psV
4.1.7.7.26,מגדלין,word,psV
4.1.7.7.27,חזירים,word,psV
4.1.7.7.28,בכל,word,psV
4.1.7.7.29,מקום,word,psV
4.1.7.7.30,לא,word,psV
4.1.7.7.31,יגדל,word,psV
4.1.7.7.32,אדם,word,psV
4.1.7.7.33,את,word,psV
4.1.7.7.34,הכלב,word,psV
4.1.7.7.35,אלא,word,psV
4.1.7.7.36,אם,word,psV
4.1.7.7.37,כן,word,psV
4.1.7.7.38,היה,word,psV
4.1.7.7.39,קשור,word,psV
4.1.7.7.40,בשלשלת,word,psV
4.1.7.7.41,אין,word,psV
4.1.7.7.42,פורסין,word,psV
4.1.7.7.43,נישבים,word,psV
4.1.7.7.44,ליונים,word,psV
4.1.7.7.45,אלא,word,psV
4.1.7.7.46,אם,word,psV
4.1.7.7.47,כן,word,psV
4.1.7.7.48,היה,word,psV
4.1.7.7.49,רחוק,word,psV
4.1.7.7.50,מן,word,psV
4.1.7.7.51,הישוב,word,psV
4.1.7.7.52,שלשים,word,psV
4.1.7.7.53,ריס,word,psV
4.1.7.T,trailer,paratext,psV
4.1.8,div3,ms_text_structure_chapter,psV
4.1.8.H,head,paratext,psV
4.1.8.H.1,פרק,paratext,psV
4.1.8.H.2,ח,paratext,psV
4.1.8.1,ab,milestone,psV
4.1.8.1.1,החובל,word,psV
4.1.8.1.2,בחבירו,word,psV
4.1.8.1.3,חיב,word,psV
4.1.8.1.4,עליו,word,psV
4.1.8.1.5,משום,word,psV
4.1.8.1.6,חמשה,word,psV
4.1.8.1.7,דברים,word,psV
4.1.8.1.8,בנזק,word,psV
4.1.8.1.9,בצער,word,psV
4.1.8.1.10,ברפוי,word,psV
4.1.8.1.11,בשבת,word,psV
4.1.8.1.12,ובבושת,word,psV
4.1.8.1.13,בנזק,word,psV
4.1.8.1.14,כיצד,word,psV
4.1.8.1.15,סימא,word,psV
4.1.8.1.16,את,word,psV
4.1.8.1.17,עינו,word,psV
4.1.8.1.18,קטע,word,psV
4.1.8.1.19,את,word,psV
4.1.8.1.20,ידו,word,psV
4.1.8.1.21,שיבר,word,psV
4.1.8.1.22,את,word,psV
4.1.8.1.23,רגלו,word,psV
4.1.8.1.24,רואין,word,psV
4.1.8.1.25,אותו,word,psV
4.1.8.1.26,כאילו,word,psV
4.1.8.1.27,הוא,word,psV
4.1.8.1.28,עבד,word,psV
4.1.8.1.29,נמכר,word,psV
4.1.8.1.30,בשוק,word,psV
4.1.8.1.31,ושמין,word,psV
4.1.8.1.32,כמה,word,psV
4.1.8.1.33,היה,word,psV
4.1.8.1.34,יפה,word,psV
4.1.8.1.35,וכמה,word,psV
4.1.8.1.36,הוא,word,psV
4.1.8.1.37,יפה,word,psV
4.1.8.1.38,צער,word,psV
4.1.8.1.39,כואו,word,psV
4.1.8.1.40,בשפוד,word,psV
4.1.8.1.41,או,word,psV
4.1.8.1.42,במסמר,word,psV
4.1.8.1.43,ואפילו,word,psV
4.1.8.1.44,על,word,psV
4.1.8.1.45,צפורנו,word,psV
4.1.8.1.46,מקום,word,psV
4.1.8.1.47,שאינו,word,psV
4.1.8.1.48,עושה,word,psV
4.1.8.1.49,חבורה,word,psV
4.1.8.1.50,אומדין,word,psV
4.1.8.1.51,כמה,word,psV
4.1.8.1.52,אדם,word,psV
4.1.8.1.53,כיוצא,word,psV
4.1.8.1.54,בזה,word,psV
4.1.8.1.55,רוצה,word,psV
4.1.8.1.56,ליטול,word,psV
4.1.8.1.57,להיות,word,psV
4.1.8.1.58,מצטער,word,psV
4.1.8.1.59,כך,word,psV
4.1.8.1.60,רפוי,word,psV
4.1.8.1.61,הכהו,word,psV
4.1.8.1.62,חייב,word,psV
4.1.8.1.63,לרפאותו,word,psV
4.1.8.1.64,עלו,word,psV
4.1.8.1.65,בו,word,psV
4.1.8.1.66,צמחים,word,psV
4.1.8.1.67,אם,word,psV
4.1.8.1.68,מחמת,word,psV
4.1.8.1.69,המכה,word,psV
4.1.8.1.70,חיב,word,psV
4.1.8.1.71,שלא,word,psV
4.1.8.1.72,מחמת,word,psV
4.1.8.1.73,המכה,word,psV
4.1.8.1.74,פטור,word,psV
4.1.8.1.75,חייתה,word,psV
4.1.8.1.76,ונסתרה,word,psV
4.1.8.1.77,חייתה,word,psV
4.1.8.1.78,ונסתרה,word,psV
4.1.8.1.79,חייב,word,psV
4.1.8.1.80,לרפאתו,word,psV
4.1.8.1.81,חייתה,word,psV
4.1.8.1.82,כל,word,psV
4.1.8.1.83,צרכה,word,psV
4.1.8.1.84,אינו,word,psV
4.1.8.1.85,חייב,word,psV
4.1.8.1.86,לרפאותו,word,psV
4.1.8.1.87,שבת,word,psV
4.1.8.1.88,רואין,word,psV
4.1.8.1.89,אותו,word,psV
4.1.8.1.90,כאילו,word,psV
4.1.8.1.91,הוא,word,psV
4.1.8.1.92,שומר,word,psV
4.1.8.1.93,קשואין,word,psV
4.1.8.1.94,שכבר,word,psV
4.1.8.1.95,נתן,word,psV
4.1.8.1.96,לו,word,psV
4.1.8.1.97,דמי,word,psV
4.1.8.1.98,ידו,word,psV
4.1.8.1.99,ודמי,word,psV
4.1.8.1.100,רגלו,word,psV
4.1.8.1.101,בשת,word,psV
4.1.8.1.102,הכל,word,psV
4.1.8.1.103,לפי,word,psV
4.1.8.1.104,המבייש,word,psV
4.1.8.1.105,והמתבייש,word,psV
4.1.8.1.106,המביש,word,psV
4.1.8.1.107,את,word,psV
4.1.8.1.108,הערום,word,psV
4.1.8.1.109,המביש,word,psV
4.1.8.1.110,את,word,psV
4.1.8.1.111,הסומא,word,psV
4.1.8.1.112,והמביש,word,psV
4.1.8.1.113,את,word,psV
4.1.8.1.114,הישן,word,psV
4.1.8.1.115,חייב,word,psV
4.1.8.1.116,וישן,word,psV
4.1.8.1.117,שבייש,word,psV
4.1.8.1.118,פטור,word,psV
4.1.8.1.119,נפל,word,psV
4.1.8.1.120,מן,word,psV
4.1.8.1.121,הגג,word,psV
4.1.8.1.122,והזיק,word,psV
4.1.8.1.123,ובייש,word,psV
4.1.8.1.124,חייב,word,psV
4.1.8.1.125,על,word,psV
4.1.8.1.126,הנזק,word,psV
4.1.8.1.127,ופטור,word,psV
4.1.8.1.128,על,word,psV
4.1.8.1.129,הבושת,word,psV
4.1.8.1.130,שנאמר,word,psV
4.1.8.1.131,ושלחה,word,psV
4.1.8.1.132,ידה,word,psV
4.1.8.1.133,והחזיקה,word,psV
4.1.8.1.134,במבושיו,word,psV
4.1.8.1.135,אינו,word,psV
4.1.8.1.136,חייב,word,psV
4.1.8.1.137,על,word,psV
4.1.8.1.138,הבושת,word,psV
4.1.8.1.139,עד,word,psV
4.1.8.1.140,שיהא,word,psV
4.1.8.1.141,מתכוין,word,psV
4.1.8.2,ab,milestone,psV
4.1.8.2.1,זה,word,psV
4.1.8.2.2,חומר,word,psV
4.1.8.2.3,באדם,word,psV
4.1.8.2.4,מבשור,word,psV
4.1.8.2.5,שהאדם,word,psV
4.1.8.2.6,משלם,word,psV
4.1.8.2.7,נזק,word,psV
4.1.8.2.8,צער,word,psV
4.1.8.2.9,רפוי,word,psV
4.1.8.2.10,שבת,word,psV
4.1.8.2.11,ובשת,word,psV
4.1.8.2.12,ומשלם,word,psV
4.1.8.2.13,דמי,word,psV
4.1.8.2.14,ולדות,word,psV
4.1.8.2.15,ושור,word,psV
4.1.8.2.16,אינו,word,psV
4.1.8.2.17,משלם,word,psV
4.1.8.2.18,אלא,word,psV
4.1.8.2.19,נזק,word,psV
4.1.8.2.20,ופטור,word,psV
4.1.8.2.21,מדמי,word,psV
4.1.8.2.22,ולדות,word,psV
4.1.8.3,ab,milestone,psV
4.1.8.3.1,המכה,word,psV
4.1.8.3.2,את,word,psV
4.1.8.3.3,אביו,word,psV
4.1.8.3.4,ואת,word,psV
4.1.8.3.5,אמו,word,psV
4.1.8.3.6,ולא,word,psV
4.1.8.3.7,עשה,word,psV
4.1.8.3.8,בהם,word,psV
4.1.8.3.9,חבורה,word,psV
4.1.8.3.10,וחובל,word,psV
4.1.8.3.11,בחבירו,word,psV
4.1.8.3.12,ביום,word,psV
4.1.8.3.13,הכפורים,word,psV
4.1.8.3.14,חייב,word,psV
4.1.8.3.15,בכולן,word,psV
4.1.8.3.16,החובל,word,psV
4.1.8.3.17,בעבד,word,psV
4.1.8.3.18,עברי,word,psV
4.1.8.3.19,חייב,word,psV
4.1.8.3.20,בכולן,word,psV
4.1.8.3.21,חוץ,word,psV
4.1.8.3.22,מן,word,psV
4.1.8.3.23,השבת,word,psV
4.1.8.3.24,בזמן,word,psV
4.1.8.3.25,שהוא,word,psV
4.1.8.3.26,שלו,word,psV
4.1.8.3.27,החובל,word,psV
4.1.8.3.28,בעבד,word,psV
4.1.8.3.29,כנעני,word,psV
4.1.8.3.30,של,word,psV
4.1.8.3.31,אחרים,word,psV
4.1.8.3.32,חייב,word,psV
4.1.8.3.33,בכולן,word,psV
4.1.8.3.34,רבי,word,psV
4.1.8.3.35,יהודה,word,psV
4.1.8.3.36,אומר,word,psV
4.1.8.3.37,אין,word,psV
4.1.8.3.38,לעבדים,word,psV
4.1.8.3.39,בושת,word,psV
4.1.8.4,ab,milestone,psV
4.1.8.4.1,חרש,word,psV
4.1.8.4.2,שוטה,word,psV
4.1.8.4.3,וקטן,word,psV
4.1.8.4.4,פגיעתן,word,psV
4.1.8.4.5,רעה,word,psV
4.1.8.4.6,החובל,word,psV
4.1.8.4.7,בהן,word,psV
4.1.8.4.8,חייב,word,psV
4.1.8.4.9,והם,word,psV
4.1.8.4.10,שחבלו,word,psV
4.1.8.4.11,באחרים,word,psV
4.1.8.4.12,פטורין,word,psV
4.1.8.4.13,העבד,word,psV
4.1.8.4.14,והאשה,word,psV
4.1.8.4.15,פגיעתן,word,psV
4.1.8.4.16,רעה,word,psV
4.1.8.4.17,החובל,word,psV
4.1.8.4.18,בהן,word,psV
4.1.8.4.19,חייב,word,psV
4.1.8.4.20,והם,word,psV
4.1.8.4.21,שחבלו,word,psV
4.1.8.4.22,באחרים,word,psV
4.1.8.4.23,פטורין,word,psV
4.1.8.4.24,אבל,word,psV
4.1.8.4.25,משלמין,word,psV
4.1.8.4.26,לאחר,word,psV
4.1.8.4.27,זמן,word,psV
4.1.8.4.28,נתגרשה,word,psV
4.1.8.4.29,האשה,word,psV
4.1.8.4.30,נשתחרר,word,psV
4.1.8.4.31,העבד,word,psV
4.1.8.4.32,חייבין,word,psV
4.1.8.4.33,לשלם,word,psV
4.1.8.5,ab,milestone,psV
4.1.8.5.1,המכה,word,psV
4.1.8.5.2,אביו,word,psV
4.1.8.5.3,ואמו,word,psV
4.1.8.5.4,ועשה,word,psV
4.1.8.5.5,בהן,word,psV
4.1.8.5.6,חבורה,word,psV
4.1.8.5.7,והחובל,word,psV
4.1.8.5.8,בחברו,word,psV
4.1.8.5.9,בשבת,word,psV
4.1.8.5.10,פטור,word,psV
4.1.8.5.11,מכולן,word,psV
4.1.8.5.12,מפני,word,psV
4.1.8.5.13,שהוא,word,psV
4.1.8.5.14,נדון,word,psV
4.1.8.5.15,בנפשו,word,psV
4.1.8.5.16,והחובל,word,psV
4.1.8.5.17,בעבד,word,psV
4.1.8.5.18,כנעני,word,psV
4.1.8.5.19,שלו,word,psV
4.1.8.5.20,פטור,word,psV
4.1.8.5.21,מכולן,word,psV
4.1.8.6,ab,milestone,psV
4.1.8.6.1,התוקע,word,psV
4.1.8.6.2,לחבירו,word,psV
4.1.8.6.3,נותן,word,psV
4.1.8.6.4,לו,word,psV
4.1.8.6.5,סלע,word,psV
4.1.8.6.6,רבי,word,psV
4.1.8.6.7,יהודה,word,psV
4.1.8.6.8,אומר,word,psV
4.1.8.6.9,משום,word,psV
4.1.8.6.10,רבי,word,psV
4.1.8.6.11,יוסי,word,psV
4.1.8.6.12,הגלילי,word,psV
4.1.8.6.13,מנה,word,psV
4.1.8.6.14,סטרו,word,psV
4.1.8.6.15,נותן,word,psV
4.1.8.6.16,לו,word,psV
4.1.8.6.17,מאתים,word,psV
4.1.8.6.18,זוז,word,psV
4.1.8.6.19,לאחר,word,psV
4.1.8.6.20,ידו,word,psV
4.1.8.6.21,נותן,word,psV
4.1.8.6.22,לו,word,psV
4.1.8.6.23,ארבע,word,psV
4.1.8.6.24,מאות,word,psV
4.1.8.6.25,זוז,word,psV
4.1.8.6.26,צרם,word,psV
4.1.8.6.27,באזנו,word,psV
4.1.8.6.28,תלש,word,psV
4.1.8.6.29,בשערו,word,psV
4.1.8.6.30,רקק,word,psV
4.1.8.6.31,והגיע,word,psV
4.1.8.6.32,בו,word,psV
4.1.8.6.33,רוקו,word,psV
4.1.8.6.34,העביר,word,psV
4.1.8.6.35,טליתו,word,psV
4.1.8.6.36,ממנו,word,psV
4.1.8.6.37,פרע,word,psV
4.1.8.6.38,ראש,word,psV
4.1.8.6.39,האשה,word,psV
4.1.8.6.40,בשוק,word,psV
4.1.8.6.41,נותן,word,psV
4.1.8.6.42,ארבע,word,psV
4.1.8.6.43,מאות,word,psV
4.1.8.6.44,זוז,word,psV
4.1.8.6.45,זה,word,psV
4.1.8.6.46,הכלל,word,psV
4.1.8.6.47,הכל,word,psV
4.1.8.6.48,לפי,word,psV
4.1.8.6.49,כבודו,word,psV
4.1.8.6.50,אמר,word,psV
4.1.8.6.51,רבי,word,psV
4.1.8.6.52,עקיבא,word,psV
4.1.8.6.53,אפילו,word,psV
4.1.8.6.54,עניים,word,psV
4.1.8.6.55,שבישראל,word,psV
4.1.8.6.56,רואין,word,psV
4.1.8.6.57,אותם,word,psV
4.1.8.6.58,כאלו,word,psV
4.1.8.6.59,הם,word,psV
4.1.8.6.60,בני,word,psV
4.1.8.6.61,חורין,word,psV
4.1.8.6.62,שירדו,word,psV
4.1.8.6.63,מנכסיהם,word,psV
4.1.8.6.64,שהם,word,psV
4.1.8.6.65,בני,word,psV
4.1.8.6.66,אברהם,word,psV
4.1.8.6.67,יצחק,word,psV
4.1.8.6.68,ויעקב,word,psV
4.1.8.6.69,ומעשה,word,psV
4.1.8.6.70,באחד,word,psV
4.1.8.6.71,שפרע,word,psV
4.1.8.6.72,ראש,word,psV
4.1.8.6.73,האשה,word,psV
4.1.8.6.74,בשוק,word,psV
4.1.8.6.75,באת,word,psV
4.1.8.6.76,לפני,word,psV
4.1.8.6.77,רבי,word,psV
4.1.8.6.78,עקיבא,word,psV
4.1.8.6.79,וחייבו,word,psV
4.1.8.6.80,ליתן,word,psV
4.1.8.6.81,לה,word,psV
4.1.8.6.82,ארבע,word,psV
4.1.8.6.83,מאות,word,psV
4.1.8.6.84,זוז,word,psV
4.1.8.6.85,אמר,word,psV
4.1.8.6.86,לו,word,psV
4.1.8.6.87,רבי,word,psV
4.1.8.6.88,תן,word,psV
4.1.8.6.89,לי,word,psV
4.1.8.6.90,זמן,word,psV
4.1.8.6.91,ונתן,word,psV
4.1.8.6.92,לו,word,psV
4.1.8.6.93,זמן,word,psV
4.1.8.6.94,שמרה,word,psV
4.1.8.6.95,עומדת,word,psV
4.1.8.6.96,על,word,psV
4.1.8.6.97,פתח,word,psV
4.1.8.6.98,חצרה,word,psV
4.1.8.6.99,ושבר,word,psV
4.1.8.6.100,את,word,psV
4.1.8.6.101,הכד,word,psV
4.1.8.6.102,בפניה,word,psV
4.1.8.6.103,ובו,word,psV
4.1.8.6.104,כאסר,word,psV
4.1.8.6.105,שמן,word,psV
4.1.8.6.106,גלתה,word,psV
4.1.8.6.107,את,word,psV
4.1.8.6.108,ראשה,word,psV
4.1.8.6.109,והיתה,word,psV
4.1.8.6.110,מטפחת,word,psV
4.1.8.6.111,ומנחת,word,psV
4.1.8.6.112,ידה,word,psV
4.1.8.6.113,על,word,psV
4.1.8.6.114,ראשה,word,psV
4.1.8.6.115,העמיד,word,psV
4.1.8.6.116,עליה,word,psV
4.1.8.6.117,עדים,word,psV
4.1.8.6.118,ובא,word,psV
4.1.8.6.119,לפני,word,psV
4.1.8.6.120,רבי,word,psV
4.1.8.6.121,עקיבא,word,psV
4.1.8.6.122,אמר,word,psV
4.1.8.6.123,לו,word,psV
4.1.8.6.124,רבי,word,psV
4.1.8.6.125,לזו,word,psV
4.1.8.6.126,אני,word,psV
4.1.8.6.127,נותן,word,psV
4.1.8.6.128,ארבע,word,psV
4.1.8.6.129,מאות,word,psV
4.1.8.6.130,זוז,word,psV
4.1.8.6.131,אמר,word,psV
4.1.8.6.132,לו,word,psV
4.1.8.6.133,לא,word,psV
4.1.8.6.134,אמרת,word,psV
4.1.8.6.135,כלום,word,psV
4.1.8.6.136,החובל,word,psV
4.1.8.6.137,בעצמו,word,psV
4.1.8.6.138,אף,word,psV
4.1.8.6.139,על,word,psV
4.1.8.6.140,פי,word,psV
4.1.8.6.141,שאינו,word,psV
4.1.8.6.142,רשאי,word,psV
4.1.8.6.143,פטור,word,psV
4.1.8.6.144,אחרים,word,psV
4.1.8.6.145,שחבלו,word,psV
4.1.8.6.146,בו,word,psV
4.1.8.6.147,חייבין,word,psV
4.1.8.6.148,והקוצץ,word,psV
4.1.8.6.149,נטיעותיו,word,psV
4.1.8.6.150,אף,word,psV
4.1.8.6.151,על,word,psV
4.1.8.6.152,פי,word,psV
4.1.8.6.153,שאינו,word,psV
4.1.8.6.154,רשאי,word,psV
4.1.8.6.155,פטור,word,psV
4.1.8.6.156,אחרים,word,psV
4.1.8.6.157,שקצצו,word,psV
4.1.8.6.158,את,word,psV
4.1.8.6.159,נטיעותיו,word,psV
4.1.8.6.160,חייבים,word,psV
4.1.8.7,ab,milestone,psV
4.1.8.7.1,אף,word,psV
4.1.8.7.2,על,word,psV
4.1.8.7.3,פי,word,psV
4.1.8.7.4,שהוא,word,psV
4.1.8.7.5,נותן,word,psV
4.1.8.7.6,לו,word,psV
4.1.8.7.7,אינו,word,psV
4.1.8.7.8,נמחל,word,psV
4.1.8.7.9,לו,word,psV
4.1.8.7.10,עד,word,psV
4.1.8.7.11,שיבקש,word,psV
4.1.8.7.12,ממנו,word,psV
4.1.8.7.13,שנאמר,word,psV
4.1.8.7.14,ועתה,word,psV
4.1.8.7.15,השב,word,psV
4.1.8.7.16,אשת,word,psV
4.1.8.7.17,וגומר,word,psV
4.1.8.7.18,ומנין,word,psV
4.1.8.7.19,שלא,word,psV
4.1.8.7.20,יהא,word,psV
4.1.8.7.21,המוחל,word,psV
4.1.8.7.22,אכזרי,word,psV
4.1.8.7.23,שנאמר,word,psV
4.1.8.7.24,ויתפלל,word,psV
4.1.8.7.25,אברהם,word,psV
4.1.8.7.26,אל,word,psV
4.1.8.7.27,האלהים,word,psV
4.1.8.7.28,וירפא,word,psV
4.1.8.7.29,אלהים,word,psV
4.1.8.7.30,את,word,psV
4.1.8.7.31,אבימלך,word,psV
4.1.8.7.32,וגומר,word,psV
4.1.8.7.33,האומר,word,psV
4.1.8.7.34,סמא,word,psV
4.1.8.7.35,את,word,psV
4.1.8.7.36,עיני,word,psV
4.1.8.7.37,קטע,word,psV
4.1.8.7.38,את,word,psV
4.1.8.7.39,ידי,word,psV
4.1.8.7.40,שבר,word,psV
4.1.8.7.41,את,word,psV
4.1.8.7.42,רגלי,word,psV
4.1.8.7.43,חייב,word,psV
4.1.8.7.44,על,word,psV
4.1.8.7.45,מנת,word,psV
4.1.8.7.46,לפטור,word,psV
4.1.8.7.47,חייב,word,psV
4.1.8.7.48,קרע,word,psV
4.1.8.7.49,את,word,psV
4.1.8.7.50,כסותי,word,psV
4.1.8.7.51,שבור,word,psV
4.1.8.7.52,את,word,psV
4.1.8.7.53,כדי,word,psV
4.1.8.7.54,חייב,word,psV
4.1.8.7.55,על,word,psV
4.1.8.7.56,מנת,word,psV
4.1.8.7.57,לפטור,word,psV
4.1.8.7.58,פטור,word,psV
4.1.8.7.59,עשה,word,psV
4.1.8.7.60,כן,word,psV
4.1.8.7.61,לאיש,word,psV
4.1.8.7.62,פלוני,word,psV
4.1.8.7.63,על,word,psV
4.1.8.7.64,מנת,word,psV
4.1.8.7.65,לפטור,word,psV
4.1.8.7.66,חייב,word,psV
4.1.8.7.67,בין,word,psV
4.1.8.7.68,בגופו,word,psV
4.1.8.7.69,בין,word,psV
